;tweetid;inaccurate_or_misleadning;stance;senti;hate
2271;1476869584300949506;1;Anti-vaccine;positive;offensive_language
2272;1451920696511242243;0;Pro-vaccine;positive;offensive_language
2273;1461116537042055173;0;Pro-vaccine;positive;neither
2274;1502654063141347328;1;Unsure about the vaccine;neutral;neither
2275;1463239436167262212;0;Pro-vaccine;neutral;neither
2276;1436270685891043329;0;Pro-vaccine;negative;offensive_language
2277;1462649344696463361;0;Pro-vaccine;negative;neither
2278;1503916359494746112;1;Anti-vaccine;negative;neither
2279;1477300654146269184;0;Anti-vaccine;positive;offensive_language
2280;1500071068605849601;0;Pro-vaccine;negative;neither
2281;1447822971083497476;0;Pro-vaccine;negative;offensive_language
2282;1443410448972451840;0;Unsure about the vaccine;positive;offensive_language
2283;1473516652230676480;1;Anti-vaccine;positive;neither
2284;1470850174507372548;1;Anti-vaccine;positive;neither
2285;1493470090196664322;0;Anti-vaccine;negative;neither
2286;1492826863298883586;0;Anti-vaccine;negative;neither
2287;1479029127340457986;1;Anti-vaccine;negative;neither
2288;1481747586230882304;0;Anti-vaccine;negative;offensive_language
2289;1489698060682813443;0;Pro-vaccine;neutral;neither
2290;1455255552309833739;1;Anti-vaccine;neutral;offensive_language
2291;1465109577347776517;1;Anti-vaccine;positive;neither
2292;1441758810134044680;0;Pro-vaccine;neutral;neither
2293;1503754976723615744;0;Anti-vaccine;positive;neither
2294;1437547361069412357;1;Anti-vaccine;positive;neither
2295;1455705371557904387;0;Pro-vaccine;positive;neither
2296;1489986131726848003;0;Pro-vaccine;positive;offensive_language
2297;1507095011124740096;1;Anti-vaccine;negative;neither
2298;1478111559251603470;0;Pro-vaccine;neutral;neither
2299;1466475470648750086;0;Pro-vaccine;negative;neither
2300;1500892609920733187;0;Unsure about the vaccine;positive;neither
2301;1469642292709392388;0;Pro-vaccine;negative;neither
2302;1445060632185696259;0;Unsure about the vaccine;positive;neither
2303;1480717318850322432;0;Pro-vaccine;positive;neither
2304;1438025642101153798;1;Anti-vaccine;negative;neither
2305;1491891379806478337;0;Unsure about the vaccine;neutral;neither
2306;1458034499762094080;1;Unsure about the vaccine;positive;neither
2307;1501407868599291904;0;Pro-vaccine;positive;neither
2308;1501764895523676166;1;Anti-vaccine;positive;neither
2309;1466478579022192646;0;Anti-vaccine;negative;offensive_language
2310;1506933979932508164;0;Unsure about the vaccine;positive;neither
2311;1446421584449875969;0;Unsure about the vaccine;negative;neither
2312;1438221339110764544;0;Pro-vaccine;neutral;neither
2313;1480176985561354240;1;Anti-vaccine;positive;neither
2314;1509306971840724995;1;Anti-vaccine;positive;neither
2315;1495387081748717575;0;Anti-vaccine;positive;offensive_language
2316;1485655565892296715;0;Unsure about the vaccine;neutral;offensive_language
2317;1451322916491173891;0;Pro-vaccine;neutral;offensive_language
2318;1494892890069569537;1;Unsure about the vaccine;neutral;neither
2319;1507020170438619138;1;Pro-vaccine;negative;neither
2320;1503136274114301959;0;Pro-vaccine;neutral;neither
2321;1442851915474296839;0;Unsure about the vaccine;negative;neither
2322;1464884371823939588;1;Anti-vaccine;positive;neither
2323;1437213045181358081;1;Anti-vaccine;neutral;neither
2324;1483704593770967040;1;Pro-vaccine;neutral;neither
2325;1445810866763362304;0;Pro-vaccine;positive;offensive_language
2326;1488505263946620928;0;Pro-vaccine;neutral;neither
2327;1495135213768552448;1;Anti-vaccine;negative;neither
2328;1439198469663739906;1;Anti-vaccine;negative;neither
2329;1488710787912851458;0;Pro-vaccine;positive;neither
2330;1448609192076582915;1;Anti-vaccine;positive;neither
2331;1491126382209818624;0;Unsure about the vaccine;positive;neither
2332;1487095523437907981;0;Unsure about the vaccine;neutral;neither
2333;1475466573959757827;1;Anti-vaccine;neutral;neither
2334;1472671604714975238;0;Pro-vaccine;positive;neither
2335;1495083242910748674;1;Anti-vaccine;neutral;neither
2336;1473758804428963844;0;Pro-vaccine;positive;offensive_language
2337;1492220532594556928;0;Anti-vaccine;neutral;neither
2338;1450006564803280899;0;Pro-vaccine;neutral;neither
2339;1490304436014571520;0;Pro-vaccine;negative;neither
2340;1450218353721692165;0;Anti-vaccine;negative;neither
2341;1500901958177202176;0;Pro-vaccine;neutral;neither
2342;1463155803255418883;0;Unsure about the vaccine;positive;neither
2343;1436013499151421443;0;Pro-vaccine;positive;neither
2344;1450305350452727815;1;Anti-vaccine;negative;neither
2345;1501156060966625284;1;Anti-vaccine;positive;neither
2346;1493276455941201921;0;Anti-vaccine;positive;neither
2347;1442062339247730695;1;Anti-vaccine;positive;neither
2348;1476623211987185674;0;Unsure about the vaccine;positive;neither
2349;1480729940807016449;0;Pro-vaccine;neutral;neither
2350;1498639476381392896;1;Anti-vaccine;neutral;neither
2351;1437615424904957956;1;Anti-vaccine;neutral;neither
2352;1495540691849695239;0;Pro-vaccine;positive;offensive_language
2353;1449490510100373504;1;Anti-vaccine;positive;neither
2354;1465281000192229388;1;Anti-vaccine;positive;neither
2355;1480287983475462144;0;Anti-vaccine;positive;neither
2356;1458080580785016836;1;Anti-vaccine;negative;neither
2357;1445142725465083905;0;Pro-vaccine;negative;neither
2358;1491119412493287425;0;Unsure about the vaccine;neutral;neither
2359;1499055520069652486;0;Pro-vaccine;negative;neither
2360;1465418129274716160;0;Pro-vaccine;neutral;hate_speech
2361;1451154902923812871;0;Unsure about the vaccine;negative;offensive_language
2362;1496325388166909954;1;Pro-vaccine;negative;offensive_language
2363;1476037060448292868;0;Pro-vaccine;negative;neither
2364;1445147124170215433;0;Pro-vaccine;negative;neither
2365;1454058612582764550;1;Anti-vaccine;positive;offensive_language
2366;1490639218334261248;0;Unsure about the vaccine;positive;neither
2367;1506700972248109057;1;Anti-vaccine;positive;neither
2368;1488807277826039812;0;Pro-vaccine;positive;neither
2369;1447265712771272706;1;Anti-vaccine;positive;neither
2370;1491286741063725056;1;Anti-vaccine;negative;neither
2371;1490014389159833603;0;Anti-vaccine;negative;neither
2372;1493579839533633540;1;Anti-vaccine;positive;neither
2373;1478016886390493186;0;Pro-vaccine;positive;neither
2374;1499586649050603524;1;Anti-vaccine;negative;neither
2375;1479332628650205184;0;Pro-vaccine;negative;neither
2376;1506029772647845899;0;Pro-vaccine;neutral;neither
2377;1485250018487390209;0;Unsure about the vaccine;negative;neither
2378;1457901444615610370;0;Anti-vaccine;negative;neither
2379;1507781376124366857;0;Pro-vaccine;positive;neither
2380;1464820458172284933;1;Anti-vaccine;neutral;neither
2381;1481379501351530497;1;Anti-vaccine;negative;neither
2382;1460932190070579205;0;Pro-vaccine;neutral;neither
2383;1452231740534239238;0;Pro-vaccine;positive;neither
2384;1442527918291365893;1;Anti-vaccine;negative;neither
2385;1488250723292831745;0;Pro-vaccine;negative;neither
2386;1505129794744238084;1;Anti-vaccine;negative;neither
2387;1480928538765283330;0;Pro-vaccine;negative;neither
2388;1438684235041320963;0;Anti-vaccine;negative;neither
2389;1442431032855343104;1;Anti-vaccine;neutral;offensive_language
2390;1502425613726007301;0;Pro-vaccine;positive;neither
2391;1451619877496655875;0;Anti-vaccine;negative;hate_speech
2392;1441036069374332930;0;Unsure about the vaccine;neutral;neither
2393;1484404905095970816;1;Anti-vaccine;negative;neither
2394;1508489885220577301;0;Pro-vaccine;positive;neither
2395;1479565040625741824;0;Pro-vaccine;negative;neither
2396;1461812678700187653;0;Unsure about the vaccine;negative;neither
2397;1469013447761448968;0;Pro-vaccine;neutral;neither
2398;1463394629823434755;0;Pro-vaccine;neutral;offensive_language
2399;1484184280255250434;0;Unsure about the vaccine;positive;neither
2400;1476632946375282702;0;Pro-vaccine;neutral;neither
2401;1457871921903669248;0;Anti-vaccine;negative;neither
2402;1494908257114390530;0;Pro-vaccine;neutral;neither
2403;1469090650914439174;0;Pro-vaccine;neutral;neither
2404;1471031039648743436;1;Anti-vaccine;negative;hate_speech
2405;1459026646468464640;1;Anti-vaccine;neutral;neither
2406;1468046019460014086;0;Anti-vaccine;negative;neither
2407;1442677311963340802;0;Pro-vaccine;neutral;neither
2408;1474830879910510594;1;Anti-vaccine;negative;offensive_language
2409;1501371175221534720;0;Pro-vaccine;neutral;offensive_language
2410;1476767233959337993;0;Unsure about the vaccine;neutral;neither
2411;1499351820430458886;0;Anti-vaccine;neutral;neither
2412;1472200313654415367;1;Anti-vaccine;negative;neither
2413;1436672948937629705;0;Pro-vaccine;neutral;neither
2414;1502973012060131332;0;Anti-vaccine;neutral;neither
2415;1453784018525114377;1;Anti-vaccine;negative;neither
2416;1503073806713339906;0;Unsure about the vaccine;negative;neither
2417;1476767233959337993;0;Unsure about the vaccine;neutral;neither
2418;1454214149043412995;0;Pro-vaccine;positive;neither
2419;1455400224768331783;1;Anti-vaccine;neutral;offensive_language
2420;1497064920843624455;0;Pro-vaccine;positive;neither
2421;1486410486178480131;0;Pro-vaccine;positive;neither
2422;1485822054993575936;0;Pro-vaccine;positive;neither
2423;1477240470866644994;0;Anti-vaccine;negative;neither
2424;1443194307620610050;1;Anti-vaccine;neutral;offensive_language
2425;1466430679202344967;0;Pro-vaccine;negative;neither
2426;1493870416947032068;1;Anti-vaccine;negative;neither
2427;1486935628591869955;0;Pro-vaccine;positive;neither
2428;1503463247793602576;1;Anti-vaccine;positive;neither
2429;1493299833993670658;0;Pro-vaccine;positive;neither
2430;1482035391687368707;1;Anti-vaccine;negative;neither
2431;1460627813187338243;0;Anti-vaccine;neutral;neither
2432;1445957482044559363;0;Pro-vaccine;negative;neither
2433;1476284753263226880;0;Pro-vaccine;negative;neither
2434;1440204096733003788;0;Unsure about the vaccine;positive;neither
2435;1448732952972693504;0;Anti-vaccine;negative;offensive_language
2436;1441242661898399744;0;Anti-vaccine;positive;neither
2437;1508930689747591173;0;Pro-vaccine;negative;neither
2438;1501732077250613251;1;Anti-vaccine;positive;offensive_language
2439;1441894495998541825;1;Pro-vaccine;negative;hate_speech
2440;1475395122372116480;0;Unsure about the vaccine;positive;neither
2441;1461471178174787584;0;Anti-vaccine;negative;neither
2442;1455764447809703937;1;Anti-vaccine;positive;neither
2443;1451419809774592003;0;Pro-vaccine;neutral;neither
2444;1466549475464282113;0;Pro-vaccine;positive;neither
2445;1470076925129416706;0;Unsure about the vaccine;negative;neither
2446;1446128693307338757;0;Anti-vaccine;neutral;neither
2447;1488264695156920321;0;Pro-vaccine;negative;hate_speech
2448;1446023298333089793;0;Unsure about the vaccine;neutral;neither
2449;1464622895477542915;0;Pro-vaccine;positive;offensive_language
2450;1446676078261522432;0;Pro-vaccine;negative;offensive_language
2451;1467680407965650947;0;Pro-vaccine;positive;neither
2452;1490735278989922307;0;Pro-vaccine;positive;neither
2453;1499640793316925443;1;Unsure about the vaccine;positive;neither
2454;1450577646304251912;0;Unsure about the vaccine;negative;neither
2455;1464602626755018766;1;Anti-vaccine;negative;neither
2456;1496469632739328005;0;Pro-vaccine;positive;neither
2457;1468949169930792961;0;Unsure about the vaccine;positive;offensive_language
2458;1483891725370339332;0;Pro-vaccine;negative;neither
2459;1435994066144137218;1;Anti-vaccine;positive;offensive_language
2460;1436095426948648966;0;Pro-vaccine;negative;neither
2461;1440055977563222021;1;Anti-vaccine;neutral;neither
2462;1458302052384215041;1;Anti-vaccine;negative;neither
2463;1467861428262653959;0;Pro-vaccine;positive;neither
2464;1481750472386043907;1;Anti-vaccine;positive;neither
2465;1452295479690203145;0;Unsure about the vaccine;neutral;neither
2466;1482914176330780672;0;Anti-vaccine;neutral;offensive_language
2467;1435950979535441924;0;Anti-vaccine;negative;neither
2468;1474844380783595523;1;Anti-vaccine;positive;neither
2469;1452229050139922435;0;Anti-vaccine;positive;neither
2470;1477887625335906306;0;Pro-vaccine;positive;offensive_language
2471;1494076701634179080;0;Anti-vaccine;neutral;neither
2472;1458074325433597954;0;Unsure about the vaccine;neutral;neither
2473;1481621765331865603;1;Anti-vaccine;negative;neither
2474;1445425752405512194;0;Pro-vaccine;negative;hate_speech
2475;1494780895848448006;0;Pro-vaccine;negative;neither
2476;1462735484015169542;1;Anti-vaccine;negative;hate_speech
2477;1506156200672784384;0;Unsure about the vaccine;positive;neither
2478;1490851041406971906;0;Pro-vaccine;positive;neither
2479;1484021577629184001;1;Anti-vaccine;negative;neither
2480;1481990687046443009;0;Pro-vaccine;neutral;neither
2481;1461482181948317701;0;Anti-vaccine;negative;neither
2482;1473215147774779397;0;Anti-vaccine;negative;neither
2483;1502031402027597834;0;Pro-vaccine;positive;neither
2484;1460535577011384320;0;Unsure about the vaccine;positive;neither
2485;1504059662076944385;1;Anti-vaccine;negative;neither
2486;1460913576642818051;0;Pro-vaccine;neutral;neither
2487;1480242454645329920;0;Unsure about the vaccine;positive;neither
2488;1495684125310787590;0;Unsure about the vaccine;positive;neither
2489;1480834347984986115;0;Pro-vaccine;positive;neither
2490;1482931055808024580;0;Pro-vaccine;positive;neither
2491;1465995197028909057;0;Unsure about the vaccine;neutral;offensive_language
2492;1501306029602222086;0;Pro-vaccine;positive;hate_speech
2493;1444907982517583874;1;Anti-vaccine;neutral;neither
2494;1436758936821006339;0;Unsure about the vaccine;negative;neither
2495;1465614460710756359;0;Pro-vaccine;neutral;neither
2496;1465995197028909057;0;Unsure about the vaccine;neutral;offensive_language
2497;1462948392720424960;0;Unsure about the vaccine;positive;offensive_language
2498;1500668360530350088;0;Anti-vaccine;neutral;offensive_language
2499;1501224381091098628;0;Pro-vaccine;negative;offensive_language
2500;1463585108322103300;0;Unsure about the vaccine;positive;neither
2501;1489230229247860748;0;Anti-vaccine;positive;neither
2502;1445646336804544517;1;Anti-vaccine;negative;neither
2503;1480214471918374919;0;Anti-vaccine;positive;neither
2504;1448768653734809600;0;Pro-vaccine;negative;neither
2505;1497058799773155328;0;Pro-vaccine;positive;neither
2506;1486460663224406016;0;Pro-vaccine;negative;neither
2507;1489812610161672196;0;Pro-vaccine;positive;neither
2508;1491159657913946112;0;Anti-vaccine;negative;neither
2509;1471578362615377938;1;Anti-vaccine;neutral;hate_speech
2510;1480507787255889920;0;Pro-vaccine;positive;neither
2511;1444126149739565062;0;Pro-vaccine;negative;neither
2512;1499406892698845185;0;Pro-vaccine;positive;offensive_language
2513;1448768653734809600;0;Pro-vaccine;negative;neither
2514;1460713435277279235;1;Anti-vaccine;neutral;neither
2515;1492571258512285699;1;Anti-vaccine;negative;neither
2516;1465049570740617222;1;Unsure about the vaccine;positive;neither
2517;1499811919116517378;0;Pro-vaccine;neutral;neither
2518;1465797131437056005;1;Anti-vaccine;positive;neither
2519;1480581776393207809;0;Pro-vaccine;neutral;neither
2520;1503176959009902596;1;Anti-vaccine;negative;offensive_language
2521;1480613717993795593;1;Anti-vaccine;negative;offensive_language
2522;1475820565135040516;0;Pro-vaccine;negative;neither
2523;1460773881535340546;1;Anti-vaccine;negative;neither
2524;1500908243232698369;0;Anti-vaccine;positive;neither
2525;1505396657130717189;1;Anti-vaccine;negative;neither
2526;1446970120543277056;0;Unsure about the vaccine;negative;offensive_language
2527;1452004188272173056;0;Pro-vaccine;negative;neither
2528;1497290104070627335;1;Anti-vaccine;negative;offensive_language
2529;1438842548634603528;0;Pro-vaccine;positive;neither
2530;1466006474572935179;0;Pro-vaccine;positive;neither
2531;1466495006835810305;0;Pro-vaccine;positive;neither
2532;1479744322258051073;0;Pro-vaccine;neutral;offensive_language
2533;1503474516462288904;1;Anti-vaccine;positive;neither
2534;1508665436472152064;0;Pro-vaccine;neutral;offensive_language
2535;1467682876573450241;1;Anti-vaccine;positive;neither
2536;1441178352174264332;1;Anti-vaccine;positive;neither
2537;1438096214407278597;0;Pro-vaccine;negative;neither
2538;1493664629016326144;1;Anti-vaccine;negative;neither
2539;1449897701559058437;1;Anti-vaccine;positive;offensive_language
2540;1478889003646689280;0;Pro-vaccine;negative;neither
2541;1466138561980379142;1;Anti-vaccine;positive;hate_speech
2542;1501114582353727492;1;Anti-vaccine;neutral;neither
2543;1481737297578049542;1;Anti-vaccine;neutral;neither
2544;1509484258267598855;1;Anti-vaccine;negative;neither
2545;1503706785793814533;0;Unsure about the vaccine;negative;neither
2546;1491329690199797762;0;Unsure about the vaccine;negative;hate_speech
2547;1487090888346112004;1;Anti-vaccine;negative;neither
2548;1496626087824035842;0;Pro-vaccine;neutral;neither
2549;1444258441405493260;1;Anti-vaccine;negative;neither
2550;1481997544544784390;0;Pro-vaccine;negative;neither
2551;1504500991105941516;1;Anti-vaccine;negative;neither
2552;1499123394943778817;1;Anti-vaccine;negative;neither
2553;1481869107910037506;0;Anti-vaccine;negative;neither
2554;1475660730426871818;1;Anti-vaccine;negative;neither
2555;1498373347188649992;1;Unsure about the vaccine;positive;hate_speech
2556;1489481090293288960;1;Anti-vaccine;negative;neither
2557;1502119377323311107;0;Pro-vaccine;negative;neither
2558;1509166706324819974;0;Pro-vaccine;positive;neither
2559;1444749216190971907;1;Anti-vaccine;neutral;neither
2560;1475060119801057287;0;Pro-vaccine;negative;neither
2561;1499731776230600705;1;Anti-vaccine;positive;neither
2562;1506679342277013504;1;Anti-vaccine;positive;neither
2563;1477228352461172736;0;Pro-vaccine;negative;neither
2564;1439116984533258241;0;Unsure about the vaccine;negative;offensive_language
2565;1501493319116886016;0;Anti-vaccine;positive;offensive_language
2566;1443511807516323840;0;Pro-vaccine;positive;neither
2567;1494232760822681602;1;Anti-vaccine;positive;neither
2568;1437598862449938434;0;Anti-vaccine;negative;neither
2569;1446617350099378177;0;Pro-vaccine;positive;offensive_language
2570;1469477032514015237;0;Anti-vaccine;neutral;neither
2571;1438216385419698177;0;Unsure about the vaccine;neutral;offensive_language
2572;1472027822436667394;1;Anti-vaccine;positive;offensive_language
2573;1461272150288048128;1;Anti-vaccine;negative;neither
2574;1461647964544413697;1;Anti-vaccine;positive;offensive_language
2575;1439592733807497219;0;Pro-vaccine;neutral;neither
2576;1490228205269172227;0;Unsure about the vaccine;negative;neither
2577;1465177923325857794;0;Unsure about the vaccine;positive;neither
2578;1440785362872254464;0;Pro-vaccine;neutral;neither
2579;1465496315824123912;0;Pro-vaccine;positive;neither
2580;1491554746670272520;0;Unsure about the vaccine;neutral;neither
2581;1489875032365056001;0;Unsure about the vaccine;neutral;neither
2582;1486147005239992320;0;Unsure about the vaccine;negative;neither
2583;1468686538301218822;1;Anti-vaccine;negative;neither
2584;1465507685504274439;1;Anti-vaccine;positive;neither
2585;1489663593175863296;1;Anti-vaccine;positive;offensive_language
2586;1501298431951876101;0;Pro-vaccine;negative;neither
2587;1486220211737014274;1;Anti-vaccine;positive;neither
2588;1443711916082229249;1;Pro-vaccine;negative;neither
2589;1484828746414755844;1;Anti-vaccine;negative;neither
2590;1455205304598241286;0;Unsure about the vaccine;positive;neither
2591;1455011998303862785;0;Pro-vaccine;positive;offensive_language
2592;1452465862351286276;1;Anti-vaccine;positive;neither
2593;1454182043231866885;0;Unsure about the vaccine;neutral;neither
2594;1483495993761054726;0;Unsure about the vaccine;positive;neither
2595;1490273829683400705;0;Unsure about the vaccine;neutral;neither
2596;1507238197956255747;0;Unsure about the vaccine;negative;neither
2597;1496492685825351683;1;Anti-vaccine;negative;offensive_language
2598;1439944276268433408;0;Pro-vaccine;positive;neither
2599;1462993250633936896;1;Anti-vaccine;negative;neither
2600;1462542255307169792;0;Pro-vaccine;negative;offensive_language
2601;1499771302323830789;1;Anti-vaccine;neutral;neither
2602;1437051326417018882;0;Pro-vaccine;neutral;neither
2603;1500782000323575813;1;Anti-vaccine;negative;neither
2604;1449447740430295049;1;Anti-vaccine;positive;offensive_language
2605;1455481785136160768;0;Anti-vaccine;positive;neither
2606;1498339043431436291;1;Anti-vaccine;positive;neither
2607;1477091175576264706;0;Anti-vaccine;positive;neither
2608;1499503683989819392;0;Unsure about the vaccine;positive;neither
2609;1441176776571457537;1;Anti-vaccine;negative;neither
2610;1463372869803687938;0;Pro-vaccine;negative;neither
2611;1500891188756365317;0;Pro-vaccine;neutral;neither
2612;1495774132948111360;1;Pro-vaccine;negative;neither
2613;1490933363078746116;0;Pro-vaccine;positive;neither
2614;1501392507178999815;0;Pro-vaccine;negative;offensive_language
2615;1474135818063208451;0;Pro-vaccine;positive;neither
2616;1468718782021398532;0;Pro-vaccine;positive;neither
2617;1495243425666543618;1;Anti-vaccine;negative;neither
2618;1457339438820888581;0;Pro-vaccine;positive;neither
2619;1471913289080844295;0;Anti-vaccine;neutral;neither
2620;1508116380448694274;0;Anti-vaccine;negative;neither
2621;1502621898919886848;0;Pro-vaccine;neutral;neither
2622;1491104214722183169;1;Anti-vaccine;negative;neither
2623;1501412857933615107;1;Unsure about the vaccine;positive;neither
2624;1483889108003000320;0;Unsure about the vaccine;neutral;neither
2625;1495405364422000650;0;Pro-vaccine;positive;neither
2626;1440469472926572548;1;Anti-vaccine;negative;neither
2627;1473473003652587521;1;Anti-vaccine;neutral;neither
2628;1484361255699705857;0;Pro-vaccine;positive;neither
2629;1469808710012837893;1;Anti-vaccine;positive;neither
2630;1458351856657309706;1;Anti-vaccine;neutral;neither
2631;1481465691576352769;0;Anti-vaccine;positive;neither
2632;1459089668348125194;0;Anti-vaccine;negative;hate_speech
2633;1461406915121065988;0;Unsure about the vaccine;positive;neither
2634;1482335467383279617;1;Anti-vaccine;positive;neither
2635;1450226199398125569;0;Pro-vaccine;neutral;neither
2636;1501588443989610496;1;Anti-vaccine;neutral;neither
2637;1455950531181129728;0;Pro-vaccine;neutral;offensive_language
2638;1479326003981799426;0;Anti-vaccine;negative;neither
2639;1493941204383371268;0;Anti-vaccine;negative;neither
2640;1455592836599095296;0;Pro-vaccine;neutral;neither
2641;1448475753583050753;0;Pro-vaccine;neutral;offensive_language
2642;1485870683510870017;0;Anti-vaccine;positive;offensive_language
2643;1506571728872427521;0;Pro-vaccine;negative;neither
2644;1458060409949368325;0;Anti-vaccine;neutral;neither
2645;1471110834357260288;0;Anti-vaccine;positive;neither
2646;1479089329066622978;0;Pro-vaccine;positive;neither
2647;1490892100199927810;0;Pro-vaccine;positive;neither
2648;1462921730083618817;0;Pro-vaccine;neutral;offensive_language
2649;1509235784116850693;0;Pro-vaccine;neutral;neither
2650;1471961869124517893;0;Pro-vaccine;neutral;neither
2651;1475105476748611590;0;Pro-vaccine;positive;offensive_language
2652;1488653375038099456;0;Pro-vaccine;positive;offensive_language
2653;1468457034215419909;0;Anti-vaccine;negative;neither
2654;1479622236524847107;0;Pro-vaccine;negative;neither
2655;1457533849005707264;0;Pro-vaccine;neutral;neither
2656;1503865857310666753;0;Pro-vaccine;negative;neither
2657;1481283330419138563;1;Anti-vaccine;negative;neither
2658;1458871628335616010;1;Unsure about the vaccine;positive;neither
2659;1481564459818958848;1;Anti-vaccine;neutral;neither
2660;1490671599783231500;0;Pro-vaccine;negative;neither
2661;1444742366548668418;0;Anti-vaccine;negative;offensive_language
2662;1481460951404761092;0;Unsure about the vaccine;neutral;neither
2663;1502583265139433475;0;Pro-vaccine;neutral;neither
2664;1457286911391903744;0;Pro-vaccine;neutral;offensive_language
2665;1436237714387570689;0;Anti-vaccine;positive;neither
2666;1494190679446147073;0;Anti-vaccine;positive;offensive_language
2667;1466409833763151882;0;Pro-vaccine;positive;neither
2668;1496751964545499139;0;Pro-vaccine;neutral;neither
2669;1459260382795776005;0;Unsure about the vaccine;positive;offensive_language
2670;1450326671492403200;1;Anti-vaccine;neutral;neither
2671;1455154863487193088;0;Pro-vaccine;neutral;offensive_language
2672;1479189219507589134;0;Pro-vaccine;neutral;neither
2673;1464628788038410242;0;Pro-vaccine;positive;neither
2674;1456266321750986758;1;Unsure about the vaccine;positive;offensive_language
2675;1442873228007854080;0;Anti-vaccine;negative;neither
2676;1505257510101471234;0;Unsure about the vaccine;positive;neither
2677;1484510827503886338;0;Pro-vaccine;negative;neither
2678;1473462199385427969;0;Anti-vaccine;negative;offensive_language
2679;1507407477670920194;1;Anti-vaccine;neutral;neither
2680;1481922622908936192;0;Pro-vaccine;positive;neither
2681;1459652053714841607;1;Anti-vaccine;negative;offensive_language
2682;1488601300354883584;1;Anti-vaccine;positive;neither
2683;1460697620628881413;1;Anti-vaccine;negative;offensive_language
2684;1464451505185079302;0;Pro-vaccine;negative;neither
2685;1445512134582956042;0;Pro-vaccine;positive;neither
2686;1509062289063911425;0;Anti-vaccine;negative;neither
2687;1465678838378205190;0;Pro-vaccine;positive;neither
2688;1458314420392714244;1;Anti-vaccine;negative;neither
2689;1451300706661675012;0;Pro-vaccine;negative;neither
2690;1474458699510996992;0;Pro-vaccine;negative;offensive_language
2691;1497382879155953665;1;Anti-vaccine;positive;neither
2692;1480887132776452104;0;Pro-vaccine;neutral;neither
2693;1436935571256061954;0;Pro-vaccine;positive;neither
2694;1438193304231759875;1;Anti-vaccine;negative;neither
2695;1480759176452186120;0;Pro-vaccine;positive;neither
2696;1448056298105458689;0;Anti-vaccine;negative;neither
2697;1493504580721782789;0;Unsure about the vaccine;positive;neither
2698;1465128486088159232;0;Pro-vaccine;positive;neither
2699;1482134261037625344;0;Pro-vaccine;negative;offensive_language
2700;1478800496970416131;1;Anti-vaccine;negative;neither
2701;1452894164341903360;0;Pro-vaccine;negative;neither
2702;1504323527847075844;0;Pro-vaccine;positive;neither
2703;1460971510500372484;0;Pro-vaccine;positive;neither
2704;1438392114304323584;1;Pro-vaccine;negative;neither
2705;1447225343421685763;1;Anti-vaccine;negative;neither
2706;1436521446419935234;0;Pro-vaccine;positive;neither
2707;1437880166785617929;1;Anti-vaccine;negative;neither
2708;1447613595802644485;0;Pro-vaccine;positive;offensive_language
2709;1452532394251096065;0;Pro-vaccine;neutral;neither
2710;1497122287258324994;0;Pro-vaccine;negative;offensive_language
2711;1446065671654154250;0;Pro-vaccine;positive;offensive_language
2712;1452997301081882654;0;Pro-vaccine;positive;hate_speech
2713;1472217747966812168;0;Anti-vaccine;negative;neither
2714;1451916221553725446;0;Unsure about the vaccine;neutral;neither
2715;1440943774532837379;0;Unsure about the vaccine;positive;neither
2716;1452583515284033538;0;Anti-vaccine;negative;neither
2717;1451477306925481989;1;Anti-vaccine;positive;neither
2718;1465128486088159232;0;Pro-vaccine;positive;neither
2719;1509191318936858625;0;Unsure about the vaccine;negative;neither
2720;1484559104693600258;0;Unsure about the vaccine;positive;neither
2721;1484069063173103618;0;Anti-vaccine;negative;neither
2722;1440412764174893056;0;Pro-vaccine;negative;neither
2723;1439530841890230278;1;Anti-vaccine;positive;neither
2724;1447948830301777925;0;Unsure about the vaccine;neutral;neither
2725;1444533393224466433;0;Pro-vaccine;positive;offensive_language
2726;1503818837174722565;0;Pro-vaccine;neutral;neither
2727;1491790906072047617;1;Anti-vaccine;negative;neither
2728;1498371000123248647;1;Pro-vaccine;positive;neither
2729;1505262864331952132;0;Unsure about the vaccine;neutral;offensive_language
2730;1491780530756591617;0;Pro-vaccine;negative;neither
2731;1507590424638234626;1;Anti-vaccine;negative;neither
2732;1456258215478390796;0;Pro-vaccine;positive;neither
2733;1473755957192794120;0;Unsure about the vaccine;neutral;neither
2734;1507007567586758660;1;Anti-vaccine;positive;neither
2735;1483861708351451136;0;Pro-vaccine;neutral;neither
2736;1460663803457253388;0;Pro-vaccine;negative;offensive_language
2737;1481881935005769728;0;Pro-vaccine;positive;neither
2738;1455094970432512000;1;Anti-vaccine;positive;neither
2739;1486001315905945618;1;Anti-vaccine;neutral;neither
2740;1441522151186649088;1;Anti-vaccine;positive;neither
2741;1493735751334436864;0;Pro-vaccine;negative;offensive_language
2742;1454261925777342465;0;Pro-vaccine;neutral;neither
2743;1468770874622894082;0;Pro-vaccine;positive;neither
2744;1491835427371638789;1;Anti-vaccine;negative;neither
2745;1486255550719758343;0;Unsure about the vaccine;neutral;offensive_language
2746;1446357429092978691;0;Pro-vaccine;neutral;neither
2747;1486892602427416578;1;Anti-vaccine;negative;neither
2748;1499041194541830145;0;Pro-vaccine;neutral;neither
