;tweetid;mid;stance;senti;hate
1293;1221249649442508800;610;favor;negative;neither
1294;1226693435114934274;610;favor;negative;neither
1295;1220838118389178368;610;against;positive;neither
1296;1221250033313570816;610;favor;negative;neither
1297;1226674390143815681;610;favor;negative;neither
1298;1220811704889749505;610;favor;negative;neither
1299;1221149714545963009;610;neither;negative;offensive_language
1300;1234150157962424320;610;favor;negative;neither
1301;1325591962448093184;617;neither;negative;neither
1302;1253699967463632896;617;against;neutral;neither
1303;1253735755073142784;617;against;positive;neither
1304;1275616174152220672;617;against;negative;offensive_language
1305;1253694363013656583;617;against;neutral;neither
1306;1254098064165318661;617;neither;negative;hate_speech
1307;1307017323937755137;617;against;neutral;neither
1308;1311921259639316480;617;against;positive;neither
1309;1253853694589677569;617;against;negative;neither
1310;1253622226873724929;617;against;positive;neither
1311;1263252131953307648;617;neither;negative;hate_speech
1312;1254830791126810625;617;against;negative;neither
1313;1277342170438131718;617;against;negative;neither
1314;1253794773799821312;617;against;negative;neither
1315;1254833650224553984;617;against;negative;neither
1316;1253504191181590530;617;against;negative;hate_speech
1317;1263228387025395712;617;neither;neutral;offensive_language
1318;1253715316896681984;617;neither;neutral;neither
1319;1306363553855598592;617;neither;positive;neither
1320;1312422321882312705;617;neither;neutral;neither
1321;1350880564295786496;617;against;positive;neither
1322;1254479114615918593;617;against;positive;neither
1323;1338720773222133762;624;favor;negative;neither
1324;1256318144282537987;624;neither;positive;neither
1325;1314244568171180033;624;against;negative;neither
1326;1366079686997073927;624;against;negative;neither
1327;1345756992623808512;624;against;positive;neither
1328;1280092647382831106;624;against;negative;neither
1329;1285691968895569920;624;against;positive;offensive_language
1330;1277078505252102144;624;neither;positive;neither
1331;1285371711777431552;624;neither;negative;neither
1332;1306067968132956160;624;neither;positive;neither
1333;1281803845065154560;624;neither;neutral;neither
1334;1279318317778366465;624;against;negative;neither
1335;1285249769871482880;624;against;negative;neither
1336;1279876208092745732;624;against;negative;neither
1337;1279016602827177986;624;against;positive;offensive_language
1338;1303667258078777345;624;against;positive;neither
1339;1285180252197736450;624;against;negative;neither
1340;1330890428141481986;625;against;neutral;neither
1341;1278128194764173312;625;against;positive;neither
1342;1278439040702955522;625;against;positive;neither
1343;1318378416991776769;625;against;negative;hate_speech
1344;1278268249029967873;625;against;negative;neither
1345;1276744926227767296;625;favor;positive;neither
1346;1278788506312155137;625;against;negative;neither
1347;1276790512138280961;625;favor;neutral;neither
1348;1277960407823650816;625;favor;neutral;neither
1349;1276552187347234818;625;neither;neutral;neither
1350;1276610083678564354;625;favor;neutral;neither
1351;1281054033055186944;625;against;positive;neither
1352;1276774202914287616;625;against;negative;neither
1353;1289005548550213632;625;against;positive;neither
1354;1293512902356471808;625;favor;neutral;neither
1355;1276607931530739714;625;favor;negative;neither
1356;917144956023791617;625;favor;negative;offensive_language
1357;1276526184293994497;625;favor;negative;neither
1358;1262784848080535563;626;favor;negative;neither
1359;1314729596827373568;626;against;positive;neither
1360;1290248731766398979;626;against;positive;neither
1361;1264227736282738689;626;favor;positive;offensive_language
1362;1263576466362560512;626;favor;positive;offensive_language
1363;1261673184555917319;626;neither;positive;neither
1364;1295384341388894210;626;against;positive;neither
1365;1291764058413314049;626;against;negative;neither
1366;1263291105358909440;626;favor;neutral;neither
1367;1262636751429959686;626;favor;negative;neither
1368;1262284356883808256;626;favor;positive;neither
1369;1264178818065010689;626;favor;positive;neither
1370;1353445071123738624;626;favor;positive;neither
1371;1263488469575380993;626;against;positive;neither
1372;1305364273317773312;626;favor;negative;neither
1373;1276055241553657861;638;against;positive;neither
1374;1276748149860610048;638;against;negative;neither
1375;1273655968232923136;638;favor;negative;neither
1376;1285832079989710854;638;against;positive;neither
1377;1273783485606567936;638;favor;neutral;neither
1378;1276164276709920775;638;favor;positive;neither
1379;1315931451880136704;638;favor;negative;neither
1380;1276591483718479873;638;against;positive;neither
1381;1233086186962350081;638;against;positive;neither
1382;1274856177898266629;638;favor;negative;neither
1383;1276628155822981122;638;favor;neutral;neither
1384;1224876950411448322;655;against;negative;neither
1385;1252611158726586369;655;against;neutral;neither
1386;1270679051364007937;655;neither;negative;neither
1387;1324693240906469382;655;neither;positive;neither
1388;1238937352132837380;655;against;negative;neither
1389;1270120785236176897;655;favor;positive;neither
1390;1270413100794208258;655;neither;negative;offensive_language
1391;1283327478573006851;655;favor;neutral;neither
1392;1297461075521282050;655;against;neutral;neither
1393;1270706662198906887;655;against;neutral;neither
1394;1246476068355104768;655;against;positive;offensive_language
1395;1356542149865721857;655;against;neutral;neither
1396;1270812389643083777;655;against;positive;neither
1397;1270691774541918208;655;against;positive;neither
1398;1224868125855772675;655;against;negative;neither
1399;1345465395839266816;655;against;neutral;neither
1400;1270043969842376713;655;favor;negative;neither
1401;1270083236295847939;655;favor;negative;neither
1402;1270694001356664832;655;against;negative;neither
1403;1270758460720734208;655;against;negative;neither
1404;1271061376061059073;655;against;positive;neither
1405;1245715612862754818;655;favor;positive;neither
1406;1274852294819868672;656;favor;positive;neither
1407;1277586694305390602;656;against;positive;neither
1408;1279413958890438656;656;against;positive;neither
1409;1282838861417250818;656;against;negative;neither
1410;1293789006937956352;656;favor;negative;neither
1411;1263650624761221120;656;favor;negative;neither
1412;1331048695366881283;656;favor;positive;neither
1413;1275797923348058112;656;against;positive;neither
1414;1284845434133983233;656;against;negative;neither
1415;1277064202478333952;656;against;neutral;neither
1416;1284604974693969921;656;favor;negative;neither
1417;1271555939674406912;656;favor;negative;neither
1418;1277755878654033920;819;against;positive;offensive_language
1419;1274442149040357377;819;against;positive;neither
1420;1283513233744130048;819;favor;negative;neither
1421;1255922162709540864;819;against;positive;offensive_language
1422;1262412192453926912;819;against;positive;offensive_language
1423;1281797691844857857;819;favor;negative;neither
1424;1272570616063897601;819;favor;positive;neither
1425;1236020665347502081;819;favor;positive;neither
1426;1276280717220155393;819;against;positive;neither
1427;1279256440784523265;819;neither;positive;neither
1428;1286701125102706688;819;neither;positive;neither
1429;1264005518718373889;819;favor;negative;neither
1430;1312485967953948672;819;favor;positive;offensive_language
1431;1282050013099692033;819;favor;neutral;neither
1432;1260645252651642880;819;against;positive;neither
1433;1312043373784641538;819;favor;neutral;neither
1434;1313317807673626625;819;favor;negative;offensive_language
1435;1277673775572692994;819;favor;negative;neither
1436;1261393029253918721;842;favor;negative;neither
1437;1380024596523532289;842;favor;neutral;neither
1438;1258130358983372800;842;favor;positive;neither
1439;1258415231623213062;842;favor;neutral;neither
1440;1289009265164910592;842;favor;positive;neither
1441;1289210388777639937;842;favor;neutral;neither
1442;1365487211169243139;842;favor;positive;neither
1443;1261984588982878208;842;favor;positive;neither
1444;1260212298460860417;842;favor;neutral;neither
1445;1262748421145817089;842;neither;negative;neither
1446;1288231856320712706;842;against;negative;neither
1447;1289232045697167362;842;favor;neutral;offensive_language
1448;1262738442875617284;842;favor;negative;neither
1449;1257421122628399111;842;favor;negative;hate_speech
1450;1258528512656289792;842;favor;positive;neither
1451;1259654341238984705;842;favor;negative;neither
1452;1291440339371294720;842;favor;positive;neither
1453;1280506546573754373;842;against;neutral;neither
1454;1292536927321653249;842;against;positive;neither
1455;1257785220490657792;842;favor;neutral;neither
1456;1294975168130043907;842;favor;positive;neither
1457;1290078631436279808;859;favor;negative;neither
1458;1254456972524564485;859;neither;negative;neither
1459;1254575709059788801;859;favor;negative;neither
1460;1254170248644890628;859;favor;negative;neither
1461;1258139720527368193;859;favor;neutral;neither
1462;1254212757882204160;859;favor;negative;neither
1463;1249186286398832640;859;favor;negative;neither
1464;1254733076711772162;859;favor;negative;neither
1465;1266699064474603520;859;against;negative;neither
1466;1254439238462066695;859;favor;negative;neither
1467;1254179465120280576;859;favor;positive;hate_speech
1468;1254382630910529537;859;favor;negative;hate_speech
1469;1258798243351269376;859;favor;negative;neither
1470;1251663228662280194;859;favor;neutral;neither
1471;1255145631108096001;859;favor;negative;offensive_language
1472;1248767489099444225;859;favor;positive;neither
1473;1256626935104335873;859;favor;negative;neither
1474;1257725161358458883;859;favor;positive;neither
1475;1254362165974306818;859;favor;neutral;hate_speech
1476;1254238099367919619;859;favor;negative;neither
1477;1257793666669658114;859;favor;negative;neither
1478;1254904182231822336;859;favor;negative;hate_speech
1479;1257689280635437058;859;neither;negative;neither
1480;1257811178090147841;859;favor;positive;neither
1481;1254955101841616897;866;favor;negative;neither
1482;1257493517678477312;866;against;negative;neither
1483;1257493589275238402;866;against;negative;neither
1484;1256981144903520256;866;neither;positive;neither
1485;1254977062869360641;866;favor;neutral;neither
1486;1265623767939776513;866;favor;positive;neither
1487;1253440695429447684;866;favor;positive;neither
1488;1257571727699087360;866;favor;negative;neither
1489;1254536964541300736;866;favor;negative;neither
1490;1254762989779066882;866;favor;positive;neither
1491;1260427944234795009;866;against;positive;neither
1492;1254262801645727749;866;favor;positive;neither
1493;1257401318404169731;866;against;negative;neither
1494;1256702309326704640;866;neither;negative;offensive_language
1495;1255937336141062147;866;favor;negative;neither
1496;1255325843783630849;866;favor;positive;neither
1497;1254820781877596161;866;favor;positive;neither
1498;1257385228957597698;866;against;neutral;neither
1499;1286464503488503808;866;against;negative;offensive_language
1500;1255502148613406723;866;against;positive;neither
1501;1257529735610904576;866;against;positive;offensive_language
1502;1254813808457064451;866;favor;neutral;neither
1503;1257714239432560640;866;against;positive;neither
1504;1256249247604846592;866;favor;negative;neither
1505;1336129575403839490;876;against;negative;neither
1506;1324408896946085896;876;against;neutral;neither
1507;1279782177279037440;876;against;positive;neither
1508;1252339621310103560;876;favor;positive;offensive_language
1509;1253604020641382400;876;favor;negative;neither
1510;1252690699255984128;876;favor;positive;neither
1511;1260194186097315841;876;favor;positive;neither
1512;1276137285210255361;876;favor;positive;neither
1513;1254556077980553219;876;against;positive;neither
1514;1254832882885038081;876;neither;neutral;neither
1515;1258377035602255873;876;favor;positive;offensive_language
1516;1281591202656268288;876;favor;neutral;neither
1517;1304214558878261248;876;against;positive;neither
1518;1257170611631280128;876;favor;negative;neither
1519;1300913757934161920;889;favor;negative;neither
1520;1310271873515569153;889;against;negative;neither
1521;1342929714621673472;889;against;negative;neither
1522;1300910078816669702;889;against;positive;neither
1523;1300446145798340608;889;favor;negative;neither
1524;1300427830153674757;889;favor;negative;neither
1525;1305600469763371008;889;against;positive;neither
1526;1300056814252224513;889;favor;negative;neither
1527;1301204573206523904;889;against;neutral;neither
1528;1311918824204070912;889;against;negative;neither
1529;1299880662195777537;889;favor;positive;neither
1530;1300192842422329350;889;favor;neutral;neither
1531;1300150227664547841;889;favor;positive;neither
1532;1301303715245289473;889;against;neutral;neither
1533;1300149477295239175;889;favor;neutral;offensive_language
1534;1300627614411890688;889;favor;positive;neither
1535;1300160523791511552;889;favor;negative;neither
1536;1304671998837239808;889;favor;negative;neither
1537;1299916214840340480;889;favor;positive;neither
1538;1364702700236140546;889;favor;negative;neither
1539;1302851283166965760;889;favor;negative;neither
1540;1330270709910802436;889;favor;negative;neither
1541;1327338852718096394;893;favor;positive;neither
1542;1316981748367003648;893;favor;positive;neither
1543;1301221771857756160;893;against;negative;neither
1544;1296401867916877827;893;favor;positive;neither
1545;1313734396210565121;893;against;positive;neither
1546;1296264115124494336;893;neither;negative;offensive_language
1547;1302663247410139139;893;neither;positive;neither
1548;1318869906826416129;893;against;negative;neither
1549;1298724758255673344;893;favor;negative;neither
1550;1300467644286599168;893;against;positive;offensive_language
1551;1318861894745280512;893;against;neutral;neither
1552;1307603512658984961;893;against;negative;neither
1553;1308154754170843136;893;favor;positive;neither
1554;1302948322269966342;893;favor;positive;neither
1555;1318870871742828545;893;against;neutral;neither
1556;1298403225045934080;893;favor;positive;neither
1557;1298383826264236035;893;neither;negative;neither
1558;1305773601090678784;893;neither;positive;offensive_language
1559;1296570466971389952;894;favor;positive;neither
1560;1296853889724092421;894;favor;positive;neither
1561;1297176476828045312;894;favor;negative;neither
1562;1297953430342860801;894;favor;negative;neither
1563;1296625830978879490;894;against;positive;offensive_language
1564;1296812836413480961;894;favor;negative;neither
1565;1350903274602422278;894;favor;positive;neither
1566;1297993707434594304;894;favor;negative;neither
1567;1296512082439884801;894;favor;positive;neither
1568;1296490633692160001;894;favor;neutral;neither
1569;1296581204687360000;894;favor;positive;neither
1570;1297690098406891520;894;favor;positive;neither
1571;1291043865982533633;905;favor;positive;neither
1572;1297989548585005056;905;against;neutral;neither
1573;1291197832469401602;905;favor;neutral;neither
1574;1291044486861197314;905;favor;negative;neither
1575;1310204725661495296;905;favor;negative;neither
1576;1294198093848748032;905;favor;negative;neither
1577;1291198691664003073;905;favor;neutral;neither
1578;1291360048422297607;905;favor;neutral;neither
1579;1297154882479296512;905;favor;negative;neither
1580;1292498761852231680;905;favor;neutral;neither
1581;1291080562493591552;905;favor;neutral;neither
1582;1291497340243791873;905;favor;negative;neither
1583;1292747630125240321;905;against;neutral;neither
1584;1291892927904362496;905;favor;negative;neither
1585;1305892801767501837;905;favor;negative;neither
1586;1299037011534372864;905;favor;positive;neither
1587;1318983960010100736;905;neither;positive;neither
1588;1339973980120379394;905;favor;neutral;neither
1589;1337463160698150913;905;favor;negative;neither
1590;1300958140272439307;905;favor;neutral;neither
1591;1291423662860574720;905;favor;negative;offensive_language
1592;1295701763580985344;905;against;negative;neither
1593;1288992080576917504;914;neither;negative;neither
1594;1303829370931421185;914;favor;negative;neither
1595;1311707639827632128;914;against;neutral;neither
1596;1299377138911633408;914;against;negative;neither
1597;1288881026077425664;914;favor;negative;hate_speech
1598;1288919589812928517;914;favor;negative;neither
1599;1297261200091357188;914;against;negative;neither
1600;1289148176335740929;914;against;negative;neither
1601;1313337966303952898;914;favor;negative;neither
1602;1288968197195075585;914;favor;negative;neither
1603;1288959816581427208;914;against;negative;neither
1604;1288890695718178821;914;against;negative;neither
1605;1329943933934211074;914;against;negative;neither
1606;1288874558347333633;914;favor;negative;neither
1607;1288845958881644546;914;against;negative;neither
1608;1289016500766949376;914;favor;negative;hate_speech
1609;1293722105880743936;914;neither;negative;neither
1610;1313627492410818560;914;against;positive;neither
1611;1288834895775772673;922;against;negative;neither
1612;1263180683456974851;922;favor;neutral;hate_speech
1613;1246885733174050819;922;favor;positive;hate_speech
1614;1291067140506886144;922;against;positive;hate_speech
1615;1286695459881328643;922;against;positive;neither
1616;1286669401006145549;922;favor;positive;offensive_language
1617;1288542867955351554;922;against;neutral;neither
1618;1286033338944249856;922;favor;neutral;neither
1619;1286730198617030658;922;favor;positive;offensive_language
1620;1286424538570514439;922;neither;negative;neither
1621;1289881449751961606;922;against;negative;neither
1622;1286669677326991361;922;neither;positive;neither
1623;1286352563558912002;922;favor;positive;neither
1624;1286210442176733186;922;favor;negative;offensive_language
1625;1247008725287809029;922;neither;negative;neither
1626;1286640885925543936;922;favor;neutral;neither
1627;1288089063589916674;922;favor;positive;neither
1628;1285972972776423424;922;neither;positive;neither
1629;1291352344991498245;922;against;neutral;neither
1630;1293494941558149120;922;against;negative;neither
1631;1288548070360264705;922;against;neutral;neither
1632;1286428186486517760;927;favor;positive;neither
1633;1286297432083636229;927;against;positive;neither
1634;1286743904004399105;927;against;positive;neither
1635;1286668803699617799;927;against;positive;neither
1636;1286233881906094082;927;against;negative;hate_speech
1637;1286769915119177728;927;against;neutral;neither
1638;1293760995152756742;927;against;neutral;neither
1639;1286856863049494529;927;against;negative;neither
1640;1286298353211506690;927;against;positive;neither
1641;1290470230171561985;927;against;neutral;neither
1642;1288964813192704000;927;against;neutral;neither
1643;1286419818275471360;927;against;neutral;neither
1644;1289109653876551682;927;against;positive;neither
1645;1287025936978731008;927;against;negative;hate_speech
1646;1286249683552092162;927;against;negative;neither
1647;1286821215676571650;927;favor;neutral;neither
1648;1286457356776161281;927;against;negative;neither
1649;1294700688514199552;928;favor;negative;neither
1650;1294356460386816000;928;against;negative;neither
1651;1287137055320014849;928;against;positive;neither
1652;1235114250378416128;928;favor;negative;neither
1653;1316696309794058242;928;against;positive;neither
1654;1234910135819980800;928;favor;positive;neither
1655;1319400852663173120;928;against;negative;neither
1656;1283962116450516992;928;favor;neutral;neither
1657;1294796864408223745;928;against;negative;neither
1658;1320427785438023688;928;against;negative;neither
1659;1318551795451322368;928;against;negative;neither
1660;1283641499411009536;928;favor;positive;offensive_language
1661;1238309297580158976;928;favor;positive;neither
1662;1284109884695486464;928;favor;negative;neither
1663;1283556571855958016;931;against;neutral;neither
1664;1284525424576475137;931;against;positive;neither
1665;1282632004060626950;931;favor;negative;neither
1666;1282833217570181124;931;against;negative;neither
1667;1284485637647802369;931;favor;negative;hate_speech
1668;832237496109039616;931;favor;negative;neither
1669;1282635528874188800;931;favor;negative;neither
1670;1283123724506390528;931;favor;negative;neither
1671;1283752240851886081;931;favor;negative;hate_speech
1672;1283527351394082824;931;against;negative;neither
1673;1290544170948468736;931;against;negative;neither
1674;1282402691717591041;931;favor;neutral;offensive_language
1675;1283953356365377536;931;against;positive;neither
1676;1283536940294438915;931;against;positive;offensive_language
1677;1283084830360522754;931;favor;positive;neither
1678;1285282021431037952;931;against;positive;neither
1679;1300837516216541186;940;against;neutral;neither
1680;1244189989383983104;940;against;positive;offensive_language
1681;1338208246750842880;940;against;negative;offensive_language
1682;1246427189010104322;940;neither;positive;neither
1683;1295384078070370305;940;against;positive;neither
1684;1243828655341678594;940;against;positive;neither
1685;1246101701033111558;940;against;negative;neither
1686;1236425766835011585;940;favor;negative;neither
1687;1281094435300917248;940;favor;negative;neither
1688;1282169429254524929;940;neither;negative;neither
1689;1283802952831053827;940;favor;positive;neither
1690;1282403708358320128;940;against;negative;neither
1691;1279765054074871808;940;favor;negative;neither
1692;1276273966189916160;940;against;positive;neither
1693;1282865091898232834;940;against;positive;neither
1694;1296106311768309767;940;against;neutral;neither
1695;1283491384910139397;940;against;negative;offensive_language
1696;1264662871981436928;940;neither;negative;offensive_language
1697;1283300920835534849;940;against;positive;neither
1698;1282792277547548672;940;against;negative;neither
1699;1255639417789825027;948;favor;negative;neither
1700;1316488666810920962;948;against;negative;neither
1701;1314359781608640512;948;against;negative;neither
1702;1274029887653924864;948;against;negative;neither
1703;1319067469361852416;948;against;positive;neither
1704;1233434442858991618;948;against;negative;neither
1705;1301837254294413312;948;favor;negative;offensive_language
1706;1342022715922911233;948;against;negative;neither
1707;1318689271268712455;948;against;negative;neither
1708;1235360134790082562;948;favor;negative;hate_speech
1709;1330173712243580929;948;favor;neutral;neither
1710;1318325037754187776;948;neither;positive;neither
1711;1242091329997492227;948;against;negative;neither
1712;1318577812849262593;948;against;negative;neither
1713;1315124622044655617;948;favor;negative;neither
1714;1260137172700663808;948;favor;negative;neither
1715;1335471460555558912;948;neither;negative;neither
1716;1319364370321838081;954;favor;negative;neither
1717;1317110922696138752;954;favor;negative;neither
1718;1336404064704323590;954;against;negative;neither
1719;1332315301627629573;954;favor;negative;neither
1720;1355449202378121218;954;favor;negative;neither
1721;1338609276005257223;954;against;neutral;neither
1722;1326231570240450564;954;favor;negative;neither
1723;1338594491150774276;954;favor;negative;neither
1724;1319249899590946817;954;against;negative;neither
1725;1344897590362402816;954;against;positive;neither
1726;1361776128055148547;954;favor;positive;neither
1727;1320467925111869442;954;against;positive;neither
1728;1350854357881942017;954;against;negative;neither
1729;1316487231918538753;954;against;negative;neither
1730;1321537714089611270;954;favor;negative;neither
1731;1323122595319943176;954;favor;negative;neither
1732;1321487048726007809;954;against;negative;neither
1733;1331519359668391937;954;favor;negative;neither
1734;1323582205835227136;954;favor;negative;neither
1735;1334172980167884805;954;against;negative;neither
1736;1301502485325131776;975;favor;neutral;neither
1737;1308437231632134149;975;against;negative;neither
1738;1310391862323294210;975;against;neutral;neither
1739;1310836744586223616;975;against;negative;neither
1740;1300516580586070016;975;favor;negative;neither
1741;1267438880560689152;975;neither;negative;neither
1742;1301545212750094336;975;against;positive;neither
1743;1305350638344179712;975;against;neutral;neither
1744;1300053786170454017;975;favor;positive;offensive_language
1745;1303040795637944320;975;favor;negative;neither
1746;1336818637940781058;975;favor;neutral;neither
1747;1307727185562624001;975;favor;neutral;neither
1748;1286383660493688837;975;neither;positive;neither
1749;1300767857584857091;975;favor;neutral;neither
1750;1299880260800897024;975;favor;negative;offensive_language
1751;1301882001813917696;975;favor;negative;neither
1752;1306433149883150336;975;against;positive;neither
1753;1311867302053212160;975;against;negative;neither
1754;1348774381259018240;975;neither;negative;neither
1755;1241534568928288769;975;neither;negative;neither
1756;1300163509754441734;975;favor;negative;neither
1757;1300144154325004288;975;favor;positive;offensive_language
1758;1247647909878943755;975;neither;negative;neither
1759;1338406751763361792;975;favor;neutral;neither
1760;1250127817188290561;975;favor;negative;neither
1761;1325560046508445699;975;neither;negative;neither
1762;1339978877167226885;975;neither;positive;neither
1763;1249055060052660227;975;neither;negative;neither
1764;1303725611807059973;975;favor;positive;neither
1765;1285109567899213824;975;neither;negative;neither
1766;1260607121290407936;975;neither;negative;neither
1767;1348328771485642759;975;neither;negative;offensive_language
1768;1239389186785935360;100000;against;neutral;neither
1769;1237878615515082757;100000;against;positive;neither
1770;1287428722979745797;100000;against;positive;neither
1771;1234997082882068482;100000;against;positive;neither
1772;1242120873118765064;100000;against;positive;hate_speech
1773;1243489597050490880;100000;against;positive;hate_speech
1774;1235582381362483200;100000;against;negative;neither
1775;1264760864516616192;100000;against;positive;neither
1776;1238716481333944321;100000;against;positive;hate_speech
1777;1257965983802839040;100000;against;positive;hate_speech
1778;1235502747501330432;100000;against;negative;hate_speech
1779;1243810529128460288;100000;against;negative;hate_speech
1780;1233665481787265024;100000;against;negative;hate_speech
1781;1240593269949677568;100000;against;negative;neither
1782;1250399972744454145;100000;against;negative;hate_speech
1783;1252200770096762881;100000;against;negative;hate_speech
1784;1250338859650412544;100000;against;negative;hate_speech
1785;1235876196241379328;100000;against;neutral;hate_speech
1786;1240581081830744065;100000;against;positive;hate_speech
1787;1343415708710010880;100000;against;positive;hate_speech
1788;1252191050556456960;100000;against;negative;hate_speech
1789;1242655007142555651;100000;against;positive;hate_speech
1790;1237991503248740353;100000;against;negative;hate_speech
1791;1236919733452062720;100002;against;negative;neither
1792;1282881778135359488;100002;against;positive;neither
1793;1243278292993613824;100002;against;positive;neither
1794;1254164579459854336;100002;against;neutral;neither
1795;1242464930684530688;100002;against;negative;neither
1796;1246538852707315719;100002;against;positive;neither
1797;1298090322564546561;100002;against;negative;hate_speech
1798;1273241870265511936;100002;against;neutral;neither
1799;1282908509126815745;100002;against;negative;neither
1800;1298441459109068801;100002;against;positive;neither
1801;1282759610336718855;100002;against;negative;offensive_language
1802;1238550685186240513;100002;neither;negative;neither
1803;1285435060187996166;100002;against;negative;neither
1804;1242136488768237571;100002;neither;negative;neither
1805;1316744416602791938;100002;neither;negative;neither
1806;1246841639680778240;100002;neither;positive;neither
1807;1292114096427601922;100002;neither;neutral;neither
1808;1243683599838146560;100003;against;negative;neither
1809;1246901362702467073;100003;against;neutral;neither
1810;1243756012131299328;100003;against;negative;neither
1811;1311927444547362816;100003;favor;positive;neither
1812;1240323486729502721;100003;against;positive;hate_speech
1813;1274459046263881732;100003;against;negative;neither
1814;1290812550846783490;100003;against;negative;neither
1815;1321183738659745793;100003;neither;neutral;neither
1816;1240644356668702721;100003;against;positive;neither
1817;1247652351810375685;100003;against;negative;neither
1818;1240051588695093248;100003;against;negative;neither
1819;1272977713846984709;100003;neither;negative;offensive_language
1820;1241095065986048007;100003;favor;negative;neither
1821;1235282293268283393;100003;favor;negative;neither
1822;1247448470283313154;100003;against;negative;neither
1823;1313894926552236032;100003;against;negative;neither
1824;1251532038194282496;100003;against;negative;neither
1825;1258570143925403648;100003;against;positive;neither
1826;1248611281155702794;100007;against;positive;neither
1827;1239258582148939776;100007;against;negative;neither
1828;1334876620432134146;100007;against;negative;offensive_language
1829;1243576695631654912;100007;against;negative;offensive_language
1830;1244200164727889921;100007;against;neutral;neither
1831;1260343570000740353;100007;against;positive;neither
1832;1245310047409721344;100007;against;positive;hate_speech
1833;1235686711289470976;100007;against;neutral;hate_speech
1834;1242474835512446976;100007;against;positive;hate_speech
1835;1234599421704392706;100007;against;negative;hate_speech
1836;1243540403145629698;100007;against;negative;hate_speech
1837;1242120295567241219;100007;against;positive;neither
1838;1242958699624148992;100007;against;positive;hate_speech
1839;1343599565321207811;100007;against;positive;hate_speech
1840;1231948150828609536;100007;against;negative;hate_speech
1841;1241158330346766336;100007;against;negative;hate_speech
1842;1252588730214318084;100007;against;positive;hate_speech
1843;1244232962524184576;100007;against;positive;hate_speech
1844;1248236066936623107;100007;against;positive;neither
1845;1245764856835342338;100007;against;negative;hate_speech
1846;1245385912902615040;100007;against;positive;hate_speech
1847;1249984501763264513;100011;against;negative;neither
1848;1243614284363583489;100011;against;negative;neither
1849;1242435085586046978;100011;against;negative;neither
1850;1245195389587914752;100011;against;positive;offensive_language
1851;1268987825191608320;100011;against;negative;neither
1852;1269356523307794434;100011;against;negative;neither
1853;1237401216671518721;100011;against;positive;offensive_language
1854;1280586904342274050;100011;against;negative;neither
1855;1270060058714550272;100011;against;negative;neither
1856;1254160966721437698;100011;neither;negative;neither
1857;1270418637590007810;100011;against;negative;neither
1858;1245291186073501696;100011;against;positive;neither
1859;1245388295154139138;100011;against;positive;neither
1860;1242433744792727552;100011;against;positive;neither
1861;1276186049203638277;100011;against;positive;neither
1862;1239839347429363712;100011;against;negative;hate_speech
1863;1353351723163635713;100011;against;positive;neither
1864;1246106754062180357;100011;against;positive;offensive_language
1865;1239324720383705088;100011;against;positive;offensive_language
1866;1250820509333360640;100012;against;neutral;neither
1867;1262788023407783946;100012;against;negative;neither
1868;1238041723768635392;100012;against;neutral;neither
1869;1262416160177508352;100012;against;neutral;neither
1870;1233659337916047360;100012;favor;positive;neither
1871;1248749899060883457;100012;against;negative;offensive_language
1872;1242958702556016640;100012;against;negative;hate_speech
1873;1249380251676938244;100012;favor;negative;hate_speech
1874;1238789745947410432;100012;neither;negative;hate_speech
1875;1281605462861983745;100012;neither;negative;hate_speech
1876;1248737593967214593;100012;against;positive;hate_speech
1877;1245406215103889408;100012;favor;negative;hate_speech
1878;1248879018566451207;100012;against;negative;neither
1879;1248734352499933185;100012;against;negative;hate_speech
1880;1241341648736530439;100012;against;positive;neither
1881;1245458885944791040;100012;favor;negative;hate_speech
1882;1250491974840463360;100012;against;negative;hate_speech
1883;1242179535581220864;100012;favor;negative;hate_speech
1884;1245786579131674626;100012;against;negative;hate_speech
1885;1261595609301168128;100012;against;negative;hate_speech
1886;1328797970293207041;100012;favor;positive;hate_speech
1887;1246942447088939011;100012;against;negative;neither
1888;1245388515749347334;100012;neither;negative;hate_speech
1889;1321491250093060096;100012;against;negative;hate_speech
1890;1245848656370073600;100012;against;negative;hate_speech
1891;1259338994493554694;100012;neither;positive;neither
1892;1263339556067086337;100013;against;neutral;neither
1893;1304075724152864770;100013;against;positive;neither
1894;1236627984683020288;100013;favor;negative;hate_speech
1895;1258426052923109377;100013;against;neutral;neither
1896;1221465497830613004;100013;neither;positive;neither
1897;1273012382025969664;100013;against;positive;neither
1898;1270981171099455488;100013;against;positive;neither
1899;1262125849995771906;100013;against;positive;neither
1900;1240560186609111041;100013;neither;positive;neither
1901;1259940623282507781;100013;against;neutral;neither
1902;1250399050655924224;100013;against;negative;neither
1903;1238540534232363009;100013;against;negative;neither
1904;1242958703436824576;100013;against;neutral;neither
1905;1275327322619555840;100013;against;neutral;neither
1906;1269966273179508736;100013;neither;positive;neither
1907;1256066333277663240;100013;against;positive;neither
1908;1272492569361088514;100013;against;neutral;neither
1909;1260020825257730049;100013;against;neutral;neither
1910;1353963056154374151;100013;against;negative;neither
1911;1234086898269917185;100013;against;positive;hate_speech
1912;1245388723568685056;100013;against;neutral;neither
1913;1251288094571200516;100013;against;positive;neither
1914;1244259391785893888;100014;against;negative;neither
