;tweetid;cretaed_at;category;senti;hate
1486;1265188529597972482;Tue May 26 07:50:26 +0000 2020;politics;positive;neither
1487;1265191014991568896;Tue May 26 08:00:18 +0000 2020;true public health response;positive;neither
1488;1265192367356772358;Tue May 26 08:05:41 +0000 2020;calling out or correction;negative;neither
1489;1265193509797212161;Tue May 26 08:10:13 +0000 2020;politics;negative;offensive_language
1490;1265194004100141057;Tue May 26 08:12:11 +0000 2020;politics;negative;offensive_language
1491;1265199306048442368;Tue May 26 08:33:15 +0000 2020;calling out or correction;positive;neither
1492;1265203221640904711;Tue May 26 08:48:49 +0000 2020;politics;negative;hate_speech
1493;1265203803541827587;Tue May 26 08:51:07 +0000 2020;fake cure;neutral;neither
1494;1265204308766789632;Tue May 26 08:53:08 +0000 2020;calling out or correction;negative;neither
1495;1265206060626800640;Tue May 26 09:00:05 +0000 2020;politics;negative;neither
1496;1265206086367313920;Tue May 26 09:00:12 +0000 2020;calling out or correction;neutral;neither
1497;1265213402839830530;Tue May 26 09:29:16 +0000 2020;ambiguous or hard to classify;neutral;neither
1498;1265214563248726018;Tue May 26 09:33:53 +0000 2020;politics;negative;hate_speech
1499;1265215790963240961;Tue May 26 09:38:45 +0000 2020;true public health response;positive;neither
1500;1265217363391270912;Tue May 26 09:45:00 +0000 2020;conspiracy;negative;neither
1501;1265220572629303298;Tue May 26 09:57:45 +0000 2020;true public health response;positive;offensive_language
1502;1265220917011103747;Tue May 26 09:59:07 +0000 2020;false fact or prevention;negative;neither
1503;1265223387774779392;Tue May 26 10:08:57 +0000 2020;politics;negative;neither
1504;1265231591133102081;Tue May 26 10:41:32 +0000 2020;conspiracy;negative;neither
1505;1265232570209402880;Tue May 26 10:45:26 +0000 2020;false fact or prevention;negative;neither
1506;1265233875451572227;Tue May 26 10:50:37 +0000 2020;panic buying;negative;neither
1507;1265239039688552453;Tue May 26 11:11:08 +0000 2020;politics;positive;neither
1508;1265239730846863363;Tue May 26 11:13:53 +0000 2020;news;negative;neither
1509;1265243120809029634;Tue May 26 11:27:21 +0000 2020;true public health response;positive;neither
1510;1265246298447458309;Tue May 26 11:39:59 +0000 2020;calling out or correction;negative;neither
1511;1265246717177462785;Tue May 26 11:41:39 +0000 2020;calling out or correction;negative;neither
1512;1265247382683430912;Tue May 26 11:44:17 +0000 2020;sarcasm or satire;positive;offensive_language
1513;1265250489043750913;Tue May 26 11:56:38 +0000 2020;sarcasm or satire;neutral;neither
1514;1265255680807763968;Tue May 26 12:17:16 +0000 2020;ambiguous or hard to classify;positive;offensive_language
1515;1265255965055750145;Tue May 26 12:18:24 +0000 2020;sarcasm or satire;neutral;neither
1516;1265257347451990017;Tue May 26 12:23:53 +0000 2020;politics;neutral;neither
1517;1265264070317441029;Tue May 26 12:50:36 +0000 2020;true public health response;neutral;neither
1518;1265264606404116482;Tue May 26 12:52:44 +0000 2020;sarcasm or satire;negative;neither
1519;1265266012431233024;Tue May 26 12:58:19 +0000 2020;fake cure;negative;neither
1520;1265271203549327360;Tue May 26 13:18:57 +0000 2020;true public health response;neutral;neither
1521;1265272511098322945;Tue May 26 13:24:08 +0000 2020;conspiracy;negative;neither
1522;1265272556434710528;Tue May 26 13:24:19 +0000 2020;ambiguous or hard to classify;positive;neither
1523;1265273219411578880;Tue May 26 13:26:57 +0000 2020;sarcasm or satire;positive;neither
1524;1265273503432859649;Tue May 26 13:28:05 +0000 2020;politics;neutral;neither
1525;1265275000065589254;Tue May 26 13:34:02 +0000 2020;politics;negative;neither
1526;1265280247844335616;Tue May 26 13:54:53 +0000 2020;false fact or prevention;positive;neither
1527;1265281627279818755;Tue May 26 14:00:22 +0000 2020;politics;neutral;neither
1528;1265282197436628995;Tue May 26 14:02:38 +0000 2020;false fact or prevention;negative;neither
1529;1265283622778605570;Tue May 26 14:08:18 +0000 2020;calling out or correction;negative;neither
1530;1265285525151285248;Tue May 26 14:15:51 +0000 2020;calling out or correction;negative;neither
1531;1265287056189566976;Tue May 26 14:21:56 +0000 2020;calling out or correction;positive;neither
1532;1265289130747015168;Tue May 26 14:30:11 +0000 2020;calling out or correction;negative;neither
1533;1265289971864424448;Tue May 26 14:33:31 +0000 2020;politics;positive;neither
1534;1265292859130834945;Tue May 26 14:45:00 +0000 2020;ambiguous or hard to classify;negative;neither
1535;1265292863555932161;Tue May 26 14:45:01 +0000 2020;true prevention;positive;neither
1536;1265296465456488450;Tue May 26 14:59:20 +0000 2020;calling out or correction;negative;neither
1537;1265297467462914049;Tue May 26 15:03:18 +0000 2020;irrelevant;positive;neither
1538;1265298550717628417;Tue May 26 15:07:37 +0000 2020;fake cure;neutral;neither
1539;1265299565688893441;Tue May 26 15:11:39 +0000 2020;politics;negative;offensive_language
1540;1265303308094320642;Tue May 26 15:26:31 +0000 2020;politics;negative;neither
1541;1265303742854897665;Tue May 26 15:28:15 +0000 2020;sarcasm or satire;positive;neither
1542;1265303940817735681;Tue May 26 15:29:02 +0000 2020;politics;positive;neither
1543;1265305580744384512;Tue May 26 15:35:33 +0000 2020;sarcasm or satire;positive;neither
1544;1265306806693347328;Tue May 26 15:40:25 +0000 2020;politics;neutral;neither
1545;1265307316204830722;Tue May 26 15:42:27 +0000 2020;calling out or correction;positive;neither
1546;1265307859006488577;Tue May 26 15:44:36 +0000 2020;true prevention;neutral;neither
1547;1265308844353376257;Tue May 26 15:48:31 +0000 2020;calling out or correction;positive;neither
1548;1265308973466415104;Tue May 26 15:49:02 +0000 2020;news;negative;neither
1549;1265309012037439488;Tue May 26 15:49:11 +0000 2020;politics;positive;neither
1550;1265309385426825223;Tue May 26 15:50:40 +0000 2020;ambiguous or hard to classify;negative;neither
1551;1265310284639604736;Tue May 26 15:54:14 +0000 2020;true public health response;positive;neither
1552;1265311197311782913;Tue May 26 15:57:52 +0000 2020;conspiracy;negative;neither
1553;1265311321341472779;Tue May 26 15:58:22 +0000 2020;conspiracy;negative;neither
1554;1265311739333074944;Tue May 26 16:00:01 +0000 2020;true public health response;neutral;neither
1555;1265314331375345666;Tue May 26 16:10:19 +0000 2020;false fact or prevention;neutral;offensive_language
1556;1265315361999609862;Tue May 26 16:14:25 +0000 2020;calling out or correction;positive;offensive_language
1557;1265315897838907392;Tue May 26 16:16:33 +0000 2020;calling out or correction;positive;neither
1558;1265327128700243968;Tue May 26 17:01:10 +0000 2020;true prevention;positive;neither
1559;1265330904614010886;Tue May 26 17:16:11 +0000 2020;fake cure;negative;neither
1560;1265333054228365312;Tue May 26 17:24:43 +0000 2020;politics;negative;neither
1561;1265333277403086849;Tue May 26 17:25:36 +0000 2020;politics;negative;offensive_language
1562;1265335220934492163;Tue May 26 17:33:20 +0000 2020;conspiracy;positive;neither
1563;1265340130249801729;Tue May 26 17:52:50 +0000 2020;fake treatment;negative;neither
1564;1265341318500319233;Tue May 26 17:57:33 +0000 2020;politics;positive;neither
1565;1265343436061884417;Tue May 26 18:05:58 +0000 2020;politics;negative;neither
1566;1265350579259232256;Tue May 26 18:34:21 +0000 2020;calling out or correction;negative;neither
1567;1265353545341112320;Tue May 26 18:46:08 +0000 2020;conspiracy;negative;offensive_language
1568;1265357807710351367;Tue May 26 19:03:05 +0000 2020;true public health response;negative;neither
1569;1265358039865069569;Tue May 26 19:04:00 +0000 2020;news;negative;neither
1570;1265358366123134978;Tue May 26 19:05:18 +0000 2020;true prevention;positive;neither
1571;1265364484874317824;Tue May 26 19:29:37 +0000 2020;conspiracy;negative;neither
1572;1265367464965259266;Tue May 26 19:41:27 +0000 2020;true public health response;positive;neither
1573;1265369396060590080;Tue May 26 19:49:08 +0000 2020;conspiracy;negative;neither
1574;1265375661558042624;Tue May 26 20:14:01 +0000 2020;calling out or correction;negative;neither
1575;1265377235646779392;Tue May 26 20:20:17 +0000 2020;ambiguous or hard to classify;negative;neither
1576;1265382289615265792;Tue May 26 20:40:22 +0000 2020;politics;negative;hate_speech
1577;1265383689090994176;Tue May 26 20:45:55 +0000 2020;politics;positive;neither
1578;1265388419296882689;Tue May 26 21:04:43 +0000 2020;conspiracy;negative;neither
1579;1265388661148794880;Tue May 26 21:05:41 +0000 2020;calling out or correction;negative;neither
1580;1265392378082471937;Tue May 26 21:20:27 +0000 2020;conspiracy;neutral;neither
1581;1265396424134533121;Tue May 26 21:36:32 +0000 2020;calling out or correction;positive;offensive_language
1582;1265398231527194624;Tue May 26 21:43:43 +0000 2020;calling out or correction;negative;neither
1583;1265400763087556608;Tue May 26 21:53:46 +0000 2020;calling out or correction;negative;neither
1584;1265402438284124161;Tue May 26 22:00:25 +0000 2020;politics;negative;neither
1585;1265404119424040962;Tue May 26 22:07:06 +0000 2020;fake cure;positive;neither
1586;1265405668028276742;Tue May 26 22:13:16 +0000 2020;false fact or prevention;positive;neither
1587;1265408448411373568;Tue May 26 22:24:18 +0000 2020;sarcasm or satire;positive;neither
1588;1265410151181357056;Tue May 26 22:31:04 +0000 2020;news;negative;neither
1589;1265410599019823106;Tue May 26 22:32:51 +0000 2020;sarcasm or satire;negative;offensive_language
1590;1265414724574830592;Tue May 26 22:49:15 +0000 2020;news;positive;neither
1591;1265416376690397185;Tue May 26 22:55:49 +0000 2020;conspiracy;neutral;neither
1592;1265422904340221952;Tue May 26 23:21:45 +0000 2020;politics;negative;hate_speech
1593;1265425630042173440;Tue May 26 23:32:35 +0000 2020;ambiguous or hard to classify;positive;hate_speech
1594;1265427830185263104;Tue May 26 23:41:19 +0000 2020;false fact or prevention;positive;offensive_language
1595;1265432228127014918;Tue May 26 23:58:48 +0000 2020;fake cure;positive;neither
1596;1265435951242698752;Wed May 27 00:13:36 +0000 2020;true public health response;negative;neither
1597;1265443339588874240;Wed May 27 00:42:57 +0000 2020;news;negative;neither
1598;1265450259473285121;Wed May 27 01:10:27 +0000 2020;panic buying;neutral;neither
1599;1265450426830336002;Wed May 27 01:11:07 +0000 2020;false fact or prevention;positive;neither
1600;1265452641636823041;Wed May 27 01:19:55 +0000 2020;conspiracy;negative;offensive_language
1601;1265461026717233152;Wed May 27 01:53:14 +0000 2020;conspiracy;negative;neither
1602;1265462941672976384;Wed May 27 02:00:51 +0000 2020;fake cure;positive;offensive_language
1603;1265477086644277248;Wed May 27 02:57:03 +0000 2020;true public health response;positive;neither
1604;1265481285570572289;Wed May 27 03:13:44 +0000 2020;politics;negative;hate_speech
1605;1265482055137349634;Wed May 27 03:16:48 +0000 2020;politics;positive;neither
1606;1265489849521324032;Wed May 27 03:47:46 +0000 2020;true public health response;positive;neither
1607;1265495242653958146;Wed May 27 04:09:12 +0000 2020;sarcasm or satire;positive;neither
1608;1265495474661994496;Wed May 27 04:10:07 +0000 2020;politics;negative;offensive_language
1609;1265495921678221315;Wed May 27 04:11:54 +0000 2020;politics;positive;offensive_language
1610;1265498923860361217;Wed May 27 04:23:49 +0000 2020;conspiracy;neutral;offensive_language
1611;1265512867580821509;Wed May 27 05:19:14 +0000 2020;politics;positive;neither
1612;1265513354195542023;Wed May 27 05:21:10 +0000 2020;false public health response;positive;neither
1613;1265514287252070400;Wed May 27 05:24:52 +0000 2020;politics;positive;hate_speech
1614;1265515900934946818;Wed May 27 05:31:17 +0000 2020;calling out or correction;neutral;neither
1615;1265518072976334852;Wed May 27 05:39:55 +0000 2020;conspiracy;neutral;neither
1616;1265519656569356288;Wed May 27 05:46:13 +0000 2020;true public health response;neutral;neither
1617;1265520123776991236;Wed May 27 05:48:04 +0000 2020;conspiracy;negative;neither
1618;1265522715697577986;Wed May 27 05:58:22 +0000 2020;calling out or correction;negative;neither
1619;1265523126999191571;Wed May 27 06:00:00 +0000 2020;true prevention;neutral;neither
1620;1265523291613270017;Wed May 27 06:00:39 +0000 2020;politics;neutral;neither
1621;1265529582171697155;Wed May 27 06:25:39 +0000 2020;sarcasm or satire;positive;neither
1622;1265529906517151745;Wed May 27 06:26:56 +0000 2020;sarcasm or satire;negative;neither
1623;1265536550424719361;Wed May 27 06:53:20 +0000 2020;politics;positive;neither
1624;1265537398345281536;Wed May 27 06:56:42 +0000 2020;commercial activity or promotion;negative;neither
1625;1265542495129219072;Wed May 27 07:16:58 +0000 2020;calling out or correction;negative;neither
1626;1265548761679437833;Wed May 27 07:41:52 +0000 2020;true public health response;positive;neither
1627;1265549863900585986;Wed May 27 07:46:14 +0000 2020;false fact or prevention;negative;neither
1628;1265551986428182534;Wed May 27 07:54:41 +0000 2020;false fact or prevention;negative;neither
1629;1265553432213180418;Wed May 27 08:00:25 +0000 2020;politics;neutral;neither
1630;1265561016856961024;Wed May 27 08:30:34 +0000 2020;false fact or prevention;positive;offensive_language
1631;1265563776897728513;Wed May 27 08:41:32 +0000 2020;calling out or correction;positive;neither
1632;1265570751492632581;Wed May 27 09:09:14 +0000 2020;true prevention;positive;neither
1633;1265571321821437958;Wed May 27 09:11:30 +0000 2020;conspiracy;positive;neither
1634;1265575887266893824;Wed May 27 09:29:39 +0000 2020;sarcasm or satire;negative;neither
1635;1265579523250290689;Wed May 27 09:44:06 +0000 2020;sarcasm or satire;negative;neither
1636;1265584753262149633;Wed May 27 10:04:53 +0000 2020;politics;negative;neither
1637;1265585123405303810;Wed May 27 10:06:21 +0000 2020;calling out or correction;negative;neither
1638;1265587373712310274;Wed May 27 10:15:18 +0000 2020;news;positive;neither
1639;1265591113047511040;Wed May 27 10:30:09 +0000 2020;conspiracy;negative;neither
1640;1265595836106518528;Wed May 27 10:48:55 +0000 2020;true prevention;positive;neither
1641;1265598627046543360;Wed May 27 11:00:01 +0000 2020;true prevention;positive;neither
1642;1265600683006398466;Wed May 27 11:08:11 +0000 2020;politics;negative;neither
1643;1265602135410040832;Wed May 27 11:13:57 +0000 2020;sarcasm or satire;positive;neither
1644;1265605989367242752;Wed May 27 11:29:16 +0000 2020;politics;negative;offensive_language
1645;1265606272201744385;Wed May 27 11:30:23 +0000 2020;fake cure;negative;neither
1646;1265609633412112384;Wed May 27 11:43:45 +0000 2020;false fact or prevention;positive;neither
1647;1265610451628498945;Wed May 27 11:47:00 +0000 2020;irrelevant;negative;neither
1648;1265611945656438785;Wed May 27 11:52:56 +0000 2020;conspiracy;positive;neither
1649;1265612692146003968;Wed May 27 11:55:54 +0000 2020;sarcasm or satire;positive;neither
1650;1265613213162450945;Wed May 27 11:57:58 +0000 2020;sarcasm or satire;positive;neither
1651;1265613445509996557;Wed May 27 11:58:54 +0000 2020;conspiracy;negative;neither
1652;1265613974839705600;Wed May 27 12:01:00 +0000 2020;emergency;positive;neither
1653;1265614199180464136;Wed May 27 12:01:53 +0000 2020;calling out or correction;negative;neither
1654;1265614261398769666;Wed May 27 12:02:08 +0000 2020;true prevention;positive;offensive_language
1655;1265615369080729600;Wed May 27 12:06:32 +0000 2020;true prevention;positive;neither
1656;1265616411105193986;Wed May 27 12:10:41 +0000 2020;sarcasm or satire;neutral;neither
1657;1265618332105019392;Wed May 27 12:18:19 +0000 2020;sarcasm or satire;positive;neither
1658;1265618563601182720;Wed May 27 12:19:14 +0000 2020;false fact or prevention;positive;neither
1659;1265621521793499136;Wed May 27 12:30:59 +0000 2020;sarcasm or satire;positive;neither
1660;1265622528627748864;Wed May 27 12:34:59 +0000 2020;commercial activity or promotion;negative;neither
1661;1265626354957123584;Wed May 27 12:50:11 +0000 2020;irrelevant;neutral;neither
1662;1265628403279048705;Wed May 27 12:58:20 +0000 2020;politics;neutral;neither
1663;1265628476364558337;Wed May 27 12:58:37 +0000 2020;calling out or correction;negative;neither
1664;1265629101747994624;Wed May 27 13:01:06 +0000 2020;sarcasm or satire;neutral;offensive_language
1665;1265630475462180870;Wed May 27 13:06:34 +0000 2020;false fact or prevention;positive;neither
1666;1265637318615953409;Wed May 27 13:33:45 +0000 2020;conspiracy;negative;neither
1667;1265637411985469440;Wed May 27 13:34:08 +0000 2020;sarcasm or satire;negative;neither
1668;1265637473578868736;Wed May 27 13:34:22 +0000 2020;sarcasm or satire;negative;offensive_language
1669;1265637671344332804;Wed May 27 13:35:09 +0000 2020;sarcasm or satire;positive;hate_speech
1670;1265638672269008896;Wed May 27 13:39:08 +0000 2020;true public health response;neutral;neither
1671;1265640061913067521;Wed May 27 13:44:39 +0000 2020;true public health response;positive;neither
1672;1265644069725843457;Wed May 27 14:00:35 +0000 2020;calling out or correction;negative;neither
1673;1265644372214898692;Wed May 27 14:01:47 +0000 2020;true public health response;neutral;neither
1674;1265646007204880384;Wed May 27 14:08:17 +0000 2020;false fact or prevention;positive;neither
1675;1265646438941220866;Wed May 27 14:10:00 +0000 2020;true public health response;neutral;neither
1676;1265646682454265862;Wed May 27 14:10:58 +0000 2020;sarcasm or satire;neutral;neither
1677;1265651679212511233;Wed May 27 14:30:49 +0000 2020;sarcasm or satire;positive;neither
1678;1265654975142563840;Wed May 27 14:43:55 +0000 2020;politics;positive;neither
1679;1265655158647783424;Wed May 27 14:44:39 +0000 2020;politics;positive;neither
1680;1265655176058241025;Wed May 27 14:44:43 +0000 2020;conspiracy;positive;neither
1681;1265656006618615808;Wed May 27 14:48:01 +0000 2020;calling out or correction;neutral;offensive_language
1682;1265658378866450432;Wed May 27 14:57:26 +0000 2020;conspiracy;positive;neither
1683;1265658471560740871;Wed May 27 14:57:49 +0000 2020;calling out or correction;negative;neither
1684;1265658689198993410;Wed May 27 14:58:40 +0000 2020;news;positive;neither
1685;1265663769407078400;Wed May 27 15:18:52 +0000 2020;calling out or correction;negative;neither
1686;1265669847146323968;Wed May 27 15:43:01 +0000 2020;politics;positive;neither
1687;1265670992619323392;Wed May 27 15:47:34 +0000 2020;conspiracy;negative;neither
1688;1265672073336127489;Wed May 27 15:51:51 +0000 2020;true prevention;positive;neither
1689;1265674122165514241;Wed May 27 16:00:00 +0000 2020;calling out or correction;positive;neither
1690;1265675525948870664;Wed May 27 16:05:35 +0000 2020;politics;negative;neither
1691;1265677093335109632;Wed May 27 16:11:48 +0000 2020;politics;negative;neither
1692;1265679657535279105;Wed May 27 16:22:00 +0000 2020;irrelevant;positive;neither
1693;1265681000153198596;Wed May 27 16:27:20 +0000 2020;conspiracy;neutral;neither
1694;1265681715609194499;Wed May 27 16:30:10 +0000 2020;news;neutral;neither
1695;1265684861408276481;Wed May 27 16:42:40 +0000 2020;sarcasm or satire;negative;neither
1696;1265686542359629824;Wed May 27 16:49:21 +0000 2020;conspiracy;neutral;neither
1697;1265688877660082177;Wed May 27 16:58:38 +0000 2020;sarcasm or satire;positive;neither
1698;1265689479689523207;Wed May 27 17:01:01 +0000 2020;calling out or correction;negative;neither
1699;1265689568747151361;Wed May 27 17:01:23 +0000 2020;ambiguous or hard to classify;negative;neither
1700;1265690611421773824;Wed May 27 17:05:31 +0000 2020;politics;positive;offensive_language
1701;1265691710014648320;Wed May 27 17:09:53 +0000 2020;commercial activity or promotion;positive;neither
1702;1265696650875613189;Wed May 27 17:29:31 +0000 2020;false fact or prevention;positive;neither
1703;1265709009832722432;Wed May 27 18:18:38 +0000 2020;politics;negative;neither
1704;1265715587088633856;Wed May 27 18:44:46 +0000 2020;true prevention;positive;neither
1705;1265719364424171520;Wed May 27 18:59:47 +0000 2020;sarcasm or satire;negative;neither
1706;1265719963039473664;Wed May 27 19:02:09 +0000 2020;conspiracy;negative;neither
1707;1265725049375535105;Wed May 27 19:22:22 +0000 2020;conspiracy;neutral;neither
1708;1265730241298755585;Wed May 27 19:43:00 +0000 2020;true public health response;negative;neither
1709;1265735326640685056;Wed May 27 20:03:12 +0000 2020;sarcasm or satire;positive;offensive_language
1710;1265735795773710338;Wed May 27 20:05:04 +0000 2020;false fact or prevention;negative;neither
1711;1265737077443960838;Wed May 27 20:10:10 +0000 2020;true public health response;neutral;neither
1712;1265737127310098432;Wed May 27 20:10:22 +0000 2020;true public health response;positive;neither
1713;1265740386162614274;Wed May 27 20:23:19 +0000 2020;sarcasm or satire;negative;neither
1714;1265742036956852237;Wed May 27 20:29:52 +0000 2020;commercial activity or promotion;positive;neither
1715;1265742202845704194;Wed May 27 20:30:32 +0000 2020;panic buying;neutral;neither
1716;1265747017046921217;Wed May 27 20:49:39 +0000 2020;fake treatment;neutral;neither
1717;1265749337818054656;Wed May 27 20:58:53 +0000 2020;fake treatment;neutral;neither
1718;1265749726118531076;Wed May 27 21:00:25 +0000 2020;politics;negative;neither
1719;1265751451462230016;Wed May 27 21:07:17 +0000 2020;true public health response;negative;neither
1720;1265753289079115779;Wed May 27 21:14:35 +0000 2020;true public health response;neutral;neither
1721;1265754250706997248;Wed May 27 21:18:24 +0000 2020;calling out or correction;neutral;neither
1722;1265761108658438144;Wed May 27 21:45:39 +0000 2020;calling out or correction;positive;offensive_language
1723;1265764841802743814;Wed May 27 22:00:29 +0000 2020;sarcasm or satire;negative;neither
1724;1265765066206515200;Wed May 27 22:01:23 +0000 2020;politics;positive;neither
1725;1265767818504568834;Wed May 27 22:12:19 +0000 2020;fake cure;neutral;neither
1726;1265768065498861569;Wed May 27 22:13:18 +0000 2020;news;negative;neither
1727;1265772025567682564;Wed May 27 22:29:02 +0000 2020;sarcasm or satire;positive;offensive_language
1728;1265772711726415875;Wed May 27 22:31:46 +0000 2020;false fact or prevention;positive;neither
1729;1265777325121187841;Wed May 27 22:50:05 +0000 2020;politics;positive;neither
1730;1265777799924551680;Wed May 27 22:51:59 +0000 2020;politics;negative;hate_speech
1731;1265783329128759296;Wed May 27 23:13:57 +0000 2020;politics;negative;hate_speech
1732;1265784591710855169;Wed May 27 23:18:58 +0000 2020;conspiracy;negative;neither
1733;1265786256291622913;Wed May 27 23:25:35 +0000 2020;politics;positive;neither
1734;1265787914769883140;Wed May 27 23:32:10 +0000 2020;sarcasm or satire;negative;neither
1735;1265799336677511168;Thu May 28 00:17:33 +0000 2020;news;negative;neither
1736;1265802733858291713;Thu May 28 00:31:03 +0000 2020;calling out or correction;negative;neither
1737;1265806050504163331;Thu May 28 00:44:14 +0000 2020;sarcasm or satire;positive;neither
1738;1265806358319947777;Thu May 28 00:45:28 +0000 2020;conspiracy;negative;neither
1739;1265809883334610944;Thu May 28 00:59:28 +0000 2020;politics;negative;neither
1740;1265814882298937345;Thu May 28 01:19:20 +0000 2020;news;neutral;neither
1741;1265815874746740736;Thu May 28 01:23:16 +0000 2020;politics;negative;offensive_language
1742;1265816093102272512;Thu May 28 01:24:08 +0000 2020;politics;positive;neither
1743;1265816275286028290;Thu May 28 01:24:52 +0000 2020;true public health response;neutral;neither
1744;1265817491093295104;Thu May 28 01:29:42 +0000 2020;politics;negative;neither
1745;1265822255872909313;Thu May 28 01:48:38 +0000 2020;sarcasm or satire;negative;hate_speech
1746;1265823260064661505;Thu May 28 01:52:37 +0000 2020;politics;negative;neither
1747;1265823472254619650;Thu May 28 01:53:28 +0000 2020;calling out or correction;positive;neither
1748;1265823671765041153;Thu May 28 01:54:15 +0000 2020;irrelevant;neutral;neither
1749;1265826677562589184;Thu May 28 02:06:12 +0000 2020;panic buying;neutral;neither
1750;1265827676302049282;Thu May 28 02:10:10 +0000 2020;news;negative;neither
1751;1265828996606054401;Thu May 28 02:15:25 +0000 2020;politics;positive;hate_speech
1752;1265835423500324865;Thu May 28 02:40:57 +0000 2020;calling out or correction;negative;neither
1753;1265843762426777602;Thu May 28 03:14:05 +0000 2020;calling out or correction;positive;neither
1754;1265846340132757504;Thu May 28 03:24:20 +0000 2020;true public health response;neutral;neither
1755;1265853038142590976;Thu May 28 03:50:57 +0000 2020;politics;positive;hate_speech
1756;1265857905053573120;Thu May 28 04:10:17 +0000 2020;conspiracy;positive;neither
1757;1265861808126074880;Thu May 28 04:25:48 +0000 2020;sarcasm or satire;positive;neither
1758;1265863993668730882;Thu May 28 04:34:29 +0000 2020;calling out or correction;negative;neither
1759;1265869182089846784;Thu May 28 04:55:06 +0000 2020;calling out or correction;neutral;neither
1760;1265870366007652352;Thu May 28 04:59:48 +0000 2020;calling out or correction;negative;neither
1761;1265871752090890240;Thu May 28 05:05:19 +0000 2020;politics;neutral;offensive_language
1762;1265877786645823488;Thu May 28 05:29:17 +0000 2020;news;neutral;neither
1763;1265880628001517568;Thu May 28 05:40:35 +0000 2020;politics;neutral;neither
1764;1265888636874174464;Thu May 28 06:12:24 +0000 2020;calling out or correction;positive;neither
1765;1265891174067376132;Thu May 28 06:22:29 +0000 2020;conspiracy;negative;neither
1766;1265892104271626240;Thu May 28 06:26:11 +0000 2020;politics;positive;neither
1767;1265895246879240195;Thu May 28 06:38:40 +0000 2020;true prevention;negative;hate_speech
1768;1265921154755289088;Thu May 28 08:21:37 +0000 2020;ambiguous or hard to classify;negative;offensive_language
1769;1265924316325175296;Thu May 28 08:34:11 +0000 2020;true public health response;positive;neither
1770;1265925096495108098;Thu May 28 08:37:17 +0000 2020;politics;negative;neither
1771;1265927713430347776;Thu May 28 08:47:41 +0000 2020;true prevention;negative;hate_speech
1772;1265930761162690561;Thu May 28 08:59:47 +0000 2020;false fact or prevention;neutral;neither
1773;1265938447476260864;Thu May 28 09:30:20 +0000 2020;calling out or correction;negative;neither
1774;1265943925807702016;Thu May 28 09:52:06 +0000 2020;true public health response;neutral;neither
1775;1265945274041733121;Thu May 28 09:57:28 +0000 2020;false fact or prevention;neutral;neither
1776;1265952295654699010;Thu May 28 10:25:22 +0000 2020;calling out or correction;positive;neither
1777;1265959369033879559;Thu May 28 10:53:28 +0000 2020;politics;negative;neither
1778;1265959370241839105;Thu May 28 10:53:28 +0000 2020;politics;positive;neither
1779;1265961251949015040;Thu May 28 11:00:57 +0000 2020;calling out or correction;neutral;neither
1780;1265961326469414917;Thu May 28 11:01:15 +0000 2020;sarcasm or satire;negative;neither
1781;1265961750215700482;Thu May 28 11:02:56 +0000 2020;true prevention;positive;neither
1782;1265963980859850755;Thu May 28 11:11:48 +0000 2020;politics;negative;offensive_language
1783;1265966275559333888;Thu May 28 11:20:55 +0000 2020;sarcasm or satire;positive;offensive_language
1784;1265987560548921345;Thu May 28 12:45:30 +0000 2020;sarcasm or satire;negative;neither
1785;1265991491492753408;Thu May 28 13:01:07 +0000 2020;true prevention;positive;neither
1786;1265991798993928193;Thu May 28 13:02:20 +0000 2020;conspiracy;negative;neither
1787;1265996075531407361;Thu May 28 13:19:20 +0000 2020;true prevention;positive;neither
1788;1265998086050111489;Thu May 28 13:27:19 +0000 2020;ambiguous or hard to classify;positive;neither
1789;1265999658339282947;Thu May 28 13:33:34 +0000 2020;politics;negative;neither
1790;1266000018688917506;Thu May 28 13:35:00 +0000 2020;true prevention;negative;neither
1791;1266001811439341568;Thu May 28 13:42:07 +0000 2020;calling out or correction;negative;neither
1792;1266005806551633920;Thu May 28 13:58:00 +0000 2020;true public health response;positive;neither
1793;1266007232660926464;Thu May 28 14:03:40 +0000 2020;sarcasm or satire;negative;neither
1794;1266010468734377990;Thu May 28 14:16:31 +0000 2020;calling out or correction;negative;neither
1795;1266015336190685187;Thu May 28 14:35:52 +0000 2020;panic buying;positive;neither
1796;1266017169118281728;Thu May 28 14:43:09 +0000 2020;irrelevant;positive;neither
1797;1266022037627310081;Thu May 28 15:02:29 +0000 2020;calling out or correction;negative;neither
1798;1266025421746982917;Thu May 28 15:15:56 +0000 2020;sarcasm or satire;negative;neither
1799;1266026188469866496;Thu May 28 15:18:59 +0000 2020;calling out or correction;positive;neither
1800;1266026339158708229;Thu May 28 15:19:35 +0000 2020;panic buying;negative;offensive_language
1801;1266026702301540352;Thu May 28 15:21:02 +0000 2020;true prevention;positive;neither
1802;1266028959185199105;Thu May 28 15:30:00 +0000 2020;calling out or correction;negative;neither
1803;1266028967859011584;Thu May 28 15:30:02 +0000 2020;true public health response;positive;neither
1804;1266033971881746440;Thu May 28 15:49:55 +0000 2020;sarcasm or satire;negative;neither
1805;1266034039607058433;Thu May 28 15:50:11 +0000 2020;calling out or correction;positive;neither
