;tweetid;stance;temporal;hate;sentiment
4634;1471120939228319752;believe;future;neither;negative
4635;1471127059456040962;believe;future;neither;negative
4636;1471127343280316417;believe;future;offensive_language;negative
4637;1471127863684444163;believe;future;offensive_language;neutral
4638;1471128908946755584;believe;future;neither;neutral
4639;1471129649744945165;believe;future;neither;negative
4640;1471134462255812614;believe;present;neither;neutral
4641;1471140278476095489;believe;future;neither;negative
4642;1471147813841084423;believe;future;neither;neutral
4643;1471148041327493137;believe;future;hate_speech;negative
4644;1471149274889003015;believe;past;offensive_language;neutral
4645;1471150229424685063;believe;future;offensive_language;negative
4646;1471151513989001223;believe;future;neither;neutral
4647;1471164650729488390;believe;past;neither;negative
4648;1471171845047001095;believe;future;offensive_language;neutral
4649;1471176040978558976;believe;present;neither;positive
4650;1471178241289424898;believe;past;neither;negative
4651;1471187616900997121;believe;present;neither;neutral
4652;1471191326200897550;believe;future;neither;neutral
4653;1471191763700363267;believe;present;neither;neutral
4654;1471203558141878272;believe;future;neither;negative
4655;1471206554699448324;believe;past;offensive_language;negative
4656;1471207432273600514;believe;present;hate_speech;neutral
4657;1471207647957422080;believe;past;neither;neutral
4658;1471212312115785729;believe;future;neither;positive
4659;1471214357862252548;believe;future;neither;negative
4660;1471214705507291142;believe;future;neither;negative
4661;1471221042861559812;believe;future;offensive_language;neutral
4662;1471221476980400131;believe;future;neither;negative
4663;1471221714868654081;believe;future;neither;negative
4664;1471224739079282695;believe;future;neither;negative
4665;1471226370613256192;believe;future;neither;negative
4666;1471228098670522372;believe;past;neither;negative
4667;1471231172109746176;believe;future;neither;negative
4668;1471231559919304704;believe;future;offensive_language;negative
4669;1471231636050100228;believe;future;neither;neutral
4670;1471236334991790080;believe;future;offensive_language;negative
4671;1471238643486363653;believe;future;neither;negative
4672;1471240215679229954;believe;future;offensive_language;negative
4673;1471243145069441034;believe;future;neither;negative
4674;1471244119666266135;believe;future;neither;negative
4675;1471245639203934212;believe;present;offensive_language;neutral
4676;1471245851074908168;believe;future;neither;negative
4677;1471247543698960384;believe;future;neither;neutral
4678;1471249446923128838;believe;future;offensive_language;neutral
4679;1471265421605015554;believe;present;neither;positive
4680;1471266478578094080;believe;present;neither;neutral
4681;1471266632173428743;believe;future;neither;neutral
4682;1471290110956261376;believe;future;offensive_language;neutral
4683;1471306167821479943;believe;future;neither;positive
4684;1471310531403386885;believe;present;neither;neutral
4685;1471311202806497283;believe;future;neither;negative
4686;1471314374795091971;believe;future;neither;neutral
4687;1471318945881903107;believe;future;offensive_language;neutral
4688;1471336184634769411;believe;future;neither;neutral
4689;1471347281244872705;believe;past;neither;negative
4690;1471348900900528129;believe;future;offensive_language;negative
4691;1471357550398480386;believe;present;offensive_language;neutral
4692;1471359980867514372;believe;past;neither;negative
4693;1471364002022309898;believe;future;neither;negative
4694;1471373154211844099;believe;future;neither;negative
4695;1471375749290475523;believe;past;neither;neutral
4696;1471377358569586691;believe;future;neither;negative
4697;1471379095984525313;believe;past;neither;negative
4698;1471385416750309377;believe;future;neither;negative
4699;1471386598373744640;believe;future;offensive_language;neutral
4700;1471389632688447492;believe;future;neither;negative
4701;1471399568050991104;believe;future;offensive_language;negative
4702;1471407146621448192;believe;future;neither;neutral
4703;1471416969945563139;believe;future;offensive_language;neutral
4704;1471426847619571712;believe;future;neither;negative
4705;1471440516772474886;believe;future;hate_speech;positive
4706;1471442899019579392;believe;future;neither;negative
4707;1471446908279345153;believe;future;neither;negative
4708;1471454603631755267;believe;future;neither;negative
4709;1471455420128579589;believe;future;offensive_language;positive
4710;1471455781002248197;believe;future;neither;negative
4711;1471457055999467525;believe;future;neither;neutral
4712;1471464243232862213;believe;future;neither;negative
4713;1471464935674855424;believe;future;neither;negative
4714;1471472988872712195;believe;future;neither;negative
4715;1471473027741270025;believe;future;offensive_language;negative
4716;1471474780813602819;believe;future;neither;negative
4717;1471475855524352000;believe;future;offensive_language;negative
4718;1471476474788126730;believe;past;hate_speech;negative
4719;1471480579346808835;believe;future;neither;negative
4720;1471482736066142213;believe;future;neither;negative
4721;1471489509711761411;believe;past;neither;neutral
4722;1471490451811143681;believe;past;neither;negative
4723;1471490550108876805;believe;past;neither;negative
4724;1471499373112479767;believe;future;neither;neutral
4725;1471499808800055303;believe;past;neither;neutral
4726;1471501307118690316;believe;past;neither;negative
4727;1471502294621425676;believe;present;neither;neutral
4728;1471504168397393923;believe;past;neither;negative
4729;1471506658362724352;believe;future;neither;negative
4730;1471508389431689224;believe;past;offensive_language;negative
4731;1471527869125775367;believe;past;neither;negative
4732;1471529127173840909;believe;past;offensive_language;negative
4733;1471529952738742273;believe;past;neither;neutral
4734;1471531237676253185;believe;future;neither;negative
4735;1471531840670371841;believe;future;neither;negative
4736;1471532331278254080;believe;future;neither;negative
4737;1471538327283142657;believe;future;neither;negative
4738;1471545978796789766;believe;past;hate_speech;negative
4739;1471546207436685314;believe;past;offensive_language;negative
4740;1471547648721178626;believe;future;neither;negative
4741;1471556400748847107;believe;future;neither;neutral
4742;1471559940426846213;believe;past;neither;neutral
4743;1471563138025889803;believe;past;offensive_language;negative
4744;1471565818244730880;believe;future;neither;neutral
4745;1471566292016451584;believe;future;offensive_language;negative
4746;1471575045117861889;believe;future;offensive_language;positive
4747;1471576143153168386;believe;present;neither;neutral
4748;1471576237860552704;believe;past;hate_speech;negative
4749;1471586173093130242;believe;present;neither;positive
4750;1471586318983606275;believe;future;neither;neutral
4751;1471600667152191488;believe;past;neither;neutral
4752;1471608043041280003;believe;future;neither;negative
4753;1471609330424287244;believe;past;neither;negative
4754;1471614354411999233;believe;present;neither;neutral
4755;1471620779645313030;believe;present;offensive_language;positive
4756;1471626321952325634;believe;future;neither;neutral
4757;1471627833424367616;believe;future;neither;positive
4758;1471630814626598912;believe;present;neither;neutral
4759;1471634606558367746;believe;future;neither;positive
4760;1471635031869247489;believe;future;neither;negative
4761;1471635235360149513;believe;future;neither;negative
4762;1471642144762777601;believe;past;offensive_language;neutral
4763;1471659006829731840;believe;future;neither;neutral
4764;1471667497682100226;believe;future;neither;neutral
4765;1471671882713817090;believe;future;neither;neutral
4766;1471680632052871173;believe;future;neither;negative
4767;1471683484104101889;believe;past;offensive_language;neutral
4768;1471688016364118017;believe;past;offensive_language;negative
4769;1471690419545251841;believe;past;neither;negative
4770;1471693753152794627;believe;future;neither;negative
4771;1471696192987967489;believe;future;hate_speech;negative
4772;1471718805005127681;believe;future;neither;negative
4773;1471724386570756103;believe;past;neither;negative
4774;1471731699671252992;believe;future;neither;negative
4775;1471737968813608961;believe;future;offensive_language;negative
4776;1471759030506954753;believe;past;offensive_language;negative
4777;1471769070219399169;believe;future;neither;negative
4778;1471770381497348096;believe;past;offensive_language;negative
4779;1471771389489303555;believe;future;neither;positive
4780;1471784255806226434;believe;future;hate_speech;negative
4781;1471794355375591425;believe;future;offensive_language;negative
4782;1471795549837824000;believe;future;neither;negative
4783;1471797150514360324;believe;past;neither;negative
4784;1471798197202866176;believe;future;hate_speech;negative
4785;1471798965549027344;believe;present;neither;positive
4786;1471801298575974407;believe;future;neither;negative
4787;1471801507649626117;believe;future;neither;neutral
4788;1471804074412572672;believe;future;neither;neutral
4789;1471805281998983169;believe;future;neither;negative
4790;1471811994403540994;believe;future;neither;positive
4791;1471812798409805825;believe;future;offensive_language;neutral
4792;1471814890805465091;believe;future;neither;negative
4793;1471819990487769092;believe;future;offensive_language;negative
4794;1471829053669736452;believe;future;neither;neutral
4795;1471830313915457539;believe;past;neither;negative
4796;1471835917077917699;believe;past;offensive_language;negative
4797;1471836760699068416;believe;future;neither;neutral
4798;1471837921141354497;believe;future;neither;neutral
4799;1471839466990063621;believe;future;offensive_language;neutral
4800;1471844165868687371;believe;future;neither;negative
4801;1471849410996879361;believe;future;neither;negative
4802;1471849763398205440;believe;future;neither;neutral
4803;1471849875604180999;believe;future;neither;neutral
4804;1471854187172569090;believe;future;neither;negative
4805;1471859772316172292;believe;future;neither;positive
4806;1471860348428902407;believe;future;neither;positive
4807;1471861415849906185;believe;future;neither;neutral
4808;1471861535068897285;believe;present;neither;neutral
4809;1471916887114010630;believe;future;offensive_language;negative
4810;1471918929492811788;believe;future;neither;neutral
4811;1471929534463320074;believe;future;neither;negative
4812;1471929778168942594;believe;future;offensive_language;negative
4813;1471932515988525059;believe;past;offensive_language;negative
4814;1471934695889772548;believe;present;neither;neutral
4815;1471935515993591809;believe;past;neither;neutral
4816;1471936906640384001;believe;present;neither;neutral
4817;1471940884098953225;believe;present;neither;neutral
4818;1471943281772797960;believe;future;neither;positive
4819;1471958379652337667;believe;future;neither;negative
4820;1471964952525107202;believe;future;neither;neutral
4821;1471969297383706631;believe;past;neither;negative
4822;1471972934973411330;believe;future;neither;neutral
4823;1471975007861362689;believe;future;neither;neutral
4824;1471978293079408640;believe;future;neither;negative
4825;1471992857217028098;believe;future;neither;negative
4826;1472007733972979717;believe;future;hate_speech;negative
4827;1472013366545817600;believe;future;neither;negative
4828;1472024590025035779;believe;future;neither;neutral
4829;1472046693017284608;believe;future;neither;negative
4830;1472050526137335811;believe;past;neither;negative
4831;1472055280347271175;believe;future;neither;negative
4832;1472056550474743808;believe;past;offensive_language;neutral
4833;1472059399455784963;believe;future;offensive_language;neutral
4834;1472071923492397061;believe;present;offensive_language;neutral
4835;1472086460820078593;believe;future;offensive_language;positive
4836;1472098633243791360;believe;future;offensive_language;negative
4837;1472100577530236928;believe;future;offensive_language;neutral
4838;1472105140182155265;believe;future;neither;negative
4839;1472124877175988228;believe;future;neither;neutral
4840;1472155334588444675;believe;future;hate_speech;negative
4841;1472155753028980740;believe;past;neither;neutral
4842;1472158280327831561;believe;present;neither;neutral
4843;1472167289055330310;believe;future;offensive_language;negative
4844;1472174815175925761;believe;present;neither;neutral
4845;1472185146744848387;believe;future;offensive_language;neutral
4846;1472187521815793665;believe;future;neither;neutral
4847;1472190505727541250;believe;future;offensive_language;negative
4848;1472191562675195905;believe;past;neither;negative
4849;1472196279149248515;believe;future;neither;negative
4850;1472198533596041222;believe;present;neither;neutral
4851;1472200325817937934;believe;future;offensive_language;negative
4852;1472201775226802183;believe;past;neither;neutral
4853;1472203986958647302;believe;future;neither;neutral
4854;1472206502870097923;believe;future;neither;negative
4855;1472208604430147587;believe;future;neither;negative
4856;1472209264370356228;believe;present;neither;neutral
4857;1472215853831704582;believe;future;neither;negative
4858;1472217468752048135;believe;present;neither;neutral
4859;1472220753764528132;believe;future;neither;negative
4860;1472221063186718725;believe;future;neither;neutral
4861;1472238913305690124;believe;future;offensive_language;negative
4862;1472239583907700736;believe;future;neither;negative
4863;1472243134058934272;believe;future;neither;negative
4864;1472247844614594560;believe;future;neither;neutral
4865;1472251617093328900;believe;future;neither;neutral
4866;1472253582552576004;believe;future;neither;positive
4867;1472263520246845441;believe;past;offensive_language;negative
4868;1472266469983461376;believe;future;neither;positive
4869;1472266998176305153;believe;future;neither;neutral
4870;1472267185791778819;believe;future;offensive_language;negative
4871;1472271943403548672;believe;past;offensive_language;negative
4872;1472276532487987202;believe;future;neither;positive
4873;1472286165986422790;believe;future;neither;negative
4874;1472288316435410950;believe;future;offensive_language;neutral
4875;1472308887684624391;believe;future;neither;neutral
4876;1472333045659312134;believe;future;neither;positive
4877;1472359315147091970;believe;future;offensive_language;negative
4878;1472392057679495169;believe;future;neither;positive
4879;1472392934246998018;believe;past;offensive_language;negative
4880;1472393385205981186;believe;present;neither;positive
4881;1472397305860931584;believe;future;offensive_language;positive
4882;1472399881654325250;believe;past;offensive_language;negative
4883;1472400231366942721;believe;future;neither;positive
4884;1472407401433161731;believe;future;neither;neutral
4885;1472409127909568512;believe;past;neither;neutral
4886;1472413010870386691;believe;future;offensive_language;neutral
4887;1472416197392191494;believe;present;neither;neutral
4888;1472419776337121280;believe;future;neither;negative
4889;1472425074233909249;believe;future;neither;neutral
4890;1472429862669500418;believe;future;neither;negative
4891;1472430584165244931;believe;past;offensive_language;neutral
4892;1472474345578455041;believe;past;offensive_language;negative
4893;1472488657013526530;believe;past;neither;negative
4894;1472488661061091332;believe;future;neither;neutral
4895;1472514061942276104;believe;past;hate_speech;negative
4896;1472517813223010305;believe;past;offensive_language;negative
4897;1472519941979000835;believe;present;neither;neutral
4898;1472523118262378496;believe;present;neither;neutral
4899;1472547090358325254;believe;future;offensive_language;negative
4900;1472554069067661316;believe;future;neither;positive
4901;1472555591981842432;believe;past;offensive_language;negative
4902;1472555839512727556;believe;past;neither;neutral
4903;1472561665187237895;believe;past;offensive_language;negative
4904;1472563860016148482;believe;past;offensive_language;neutral
4905;1472565285030805505;believe;future;offensive_language;negative
4906;1472566504243830790;believe;future;neither;neutral
4907;1472584933269024777;believe;future;neither;positive
4908;1472593394249572354;believe;future;neither;negative
4909;1472602758196908032;believe;future;neither;negative
4910;1472605220396052489;believe;past;offensive_language;negative
4911;1472610889308200961;believe;past;neither;neutral
4912;1472612943875514377;believe;future;neither;neutral
4913;1472617734269804550;believe;past;neither;negative
4914;1472620365948018692;believe;future;neither;neutral
4915;1472621531037671430;believe;present;neither;neutral
4916;1472627173735370755;believe;future;neither;neutral
4917;1472630553350266881;believe;future;neither;negative
4918;1472632793104535558;believe;past;offensive_language;negative
4919;1472633850069241857;believe;present;neither;positive
4920;1472635275629182982;believe;future;offensive_language;neutral
4921;1472637106077851651;believe;present;neither;neutral
4922;1472638465879654404;believe;future;neither;neutral
4923;1472649682056712195;believe;past;offensive_language;negative
4924;1472660993608241159;believe;future;neither;negative
4925;1472661186546216963;believe;future;offensive_language;negative
4926;1472666363781021697;believe;future;neither;negative
4927;1472668148457680896;believe;future;neither;neutral
4928;1472679840054530056;believe;future;neither;negative
4929;1472680488238211075;believe;future;neither;negative
4930;1472683096038248448;believe;future;neither;negative
4931;1472686172812029952;believe;future;neither;neutral
4932;1472686838557159428;believe;future;neither;negative
4933;1472686870245126148;believe;future;neither;negative
4934;1472691712527007747;believe;past;neither;neutral
4935;1472695082167898112;believe;future;neither;neutral
4936;1472703581430362115;believe;future;neither;positive
4937;1472707733040381953;believe;future;neither;negative
4938;1472712057082556417;believe;future;offensive_language;negative
4939;1472717539205550083;believe;future;neither;negative
4940;1472736483278680067;believe;past;neither;negative
4941;1472738985256570883;believe;future;neither;negative
4942;1472745828620005376;believe;present;offensive_language;neutral
4943;1472745834743681029;believe;past;neither;negative
4944;1472749749782540290;believe;past;offensive_language;negative
4945;1472749761874644996;believe;past;neither;negative
4946;1472753728897773574;believe;future;neither;negative
4947;1472774867170648065;believe;future;neither;negative
4948;1472775718526337031;believe;future;offensive_language;neutral
4949;1472793010366660609;believe;present;neither;neutral
4950;1472794768178434050;believe;past;neither;negative
4951;1472797690970841092;believe;future;neither;negative
4952;1472799789452562432;believe;future;offensive_language;negative
4953;1472802447064240129;believe;future;neither;negative
4954;1472805223353696259;believe;future;offensive_language;neutral
4955;1472807550928121856;believe;future;neither;negative
4956;1472814153605816322;believe;present;neither;positive
4957;1472818168980815873;believe;future;neither;positive
4958;1472830264371912705;believe;future;neither;neutral
4959;1472842335528665089;believe;future;neither;neutral
4960;1472859159289032708;believe;present;neither;positive
4961;1472868423705182211;believe;past;neither;negative
4962;1472875772809469962;believe;future;neither;neutral
4963;1472875849183543296;believe;future;neither;negative
4964;1472889764076531717;believe;future;neither;neutral
4965;1472897146580045827;believe;past;neither;negative
4966;1472900156962050052;believe;future;neither;negative
4967;1472901219056336897;believe;future;offensive_language;negative
4968;1472903191742328833;believe;past;offensive_language;negative
4969;1472909897486540801;believe;future;neither;neutral
4970;1472919414471340045;believe;future;neither;negative
4971;1472920760952008711;believe;present;neither;neutral
4972;1472935256244117504;believe;present;neither;neutral
4973;1472940971641827329;believe;future;offensive_language;neutral
4974;1472949812576333825;believe;future;neither;positive
4975;1472969460160122882;believe;past;offensive_language;neutral
4976;1472969885282095113;believe;future;neither;positive
4977;1472981102289514496;believe;future;offensive_language;negative
4978;1472982234781171719;believe;present;neither;neutral
4979;1472983547552145419;believe;future;neither;neutral
4980;1472983581790199813;believe;past;neither;negative
4981;1472984550829477888;believe;present;neither;neutral
4982;1472995807100084227;believe;future;neither;neutral
4983;1472999719999737863;believe;future;neither;positive
4984;1473007753924956170;believe;past;offensive_language;negative
4985;1473011825985785856;believe;past;offensive_language;negative
4986;1473012380347031560;believe;future;neither;negative
4987;1473027854195691523;believe;future;offensive_language;neutral
4988;1473030193656778764;believe;future;neither;neutral
4989;1473032792216903681;believe;past;offensive_language;negative
4990;1473038665836380160;believe;future;neither;negative
4991;1473040682872979457;believe;present;neither;neutral
4992;1473042672139091971;believe;past;neither;neutral
4993;1473046058666278918;believe;past;neither;negative
4994;1473051048210272257;believe;future;neither;neutral
4995;1473053388145319937;believe;future;neither;negative
4996;1473074702000267269;believe;past;neither;negative
4997;1473091342683328513;believe;past;neither;neutral
4998;1473092111784456194;believe;present;neither;neutral
4999;1473093743704088578;believe;future;neither;negative
5000;1473095933491617793;believe;future;neither;negative
5001;1473095943364960261;believe;future;neither;negative
5002;1473112381500895237;believe;present;neither;neutral
5003;1473122124269191170;believe;present;neither;neutral
5004;1473137928708648963;believe;past;offensive_language;negative
5005;1473138425310056451;believe;present;offensive_language;neutral
5006;1473149743568064513;believe;future;neither;positive
5007;1473158852673744896;believe;future;neither;neutral
5008;1473177107584983044;believe;future;offensive_language;negative
5009;1473183645691228160;believe;future;neither;neutral
5010;1473188840789663744;believe;past;neither;neutral
5011;1473191443409739777;believe;present;neither;neutral
5012;1473192258543435780;believe;present;neither;neutral
5013;1473193071294615552;believe;future;neither;negative
5014;1473195802042372096;believe;future;neither;negative
5015;1473196293967122433;believe;past;neither;neutral
5016;1473196459617050630;believe;future;offensive_language;negative
5017;1473198125196136449;believe;present;hate_speech;neutral
5018;1473212698120929282;believe;present;neither;neutral
5019;1473214023055429634;believe;present;neither;neutral
5020;1473214551055286275;believe;future;neither;neutral
5021;1473222792212467712;believe;future;neither;negative
5022;1473225920035147779;believe;present;neither;neutral
5023;1473243930573606913;believe;future;offensive_language;negative
5024;1473245543757500418;believe;future;neither;negative
5025;1473263754192113667;believe;future;neither;neutral
5026;1473289107543511041;believe;future;neither;positive
5027;1473302744232382472;believe;future;neither;negative
5028;1473310343128567810;believe;future;neither;negative
5029;1473316196137193481;believe;past;neither;negative
5030;1473318570960560132;believe;future;neither;positive
5031;1473320971381706771;believe;present;neither;positive
5032;1473322083836911617;believe;past;neither;neutral
5033;1473329398531117063;believe;future;neither;negative
5034;1473333920615870471;believe;future;offensive_language;negative
5035;1473334086798299145;believe;present;offensive_language;neutral
5036;1473336330843131909;believe;future;neither;neutral
5037;1473338200160489473;believe;future;neither;neutral
5038;1473342792906727428;believe;future;neither;negative
5039;1473344584914649089;believe;future;offensive_language;negative
5040;1473362368277225481;believe;future;neither;negative
5041;1473365229971116042;believe;future;neither;negative
5042;1473367393208520704;believe;future;neither;negative
5043;1473375176423186434;believe;future;neither;negative
5044;1473379839906394114;believe;future;offensive_language;negative
5045;1473384817945423882;believe;past;neither;negative
5046;1473391574339907587;believe;future;offensive_language;negative
5047;1473394458326708224;believe;future;neither;negative
5048;1473415119162032133;believe;present;neither;neutral
5049;1473427823083892738;believe;future;neither;neutral
5050;1473460669370482689;believe;future;neither;negative
5051;1473468428883136516;believe;future;neither;positive
5052;1473472054695395330;believe;future;neither;negative
5053;1473483289444839428;believe;future;neither;positive
5054;1473486206331723780;believe;past;offensive_language;negative
5055;1473524722633560064;believe;past;hate_speech;negative
5056;1473532006936059906;believe;past;offensive_language;neutral
5057;1473545985758482433;believe;future;offensive_language;neutral
5058;1473554227381297154;believe;future;offensive_language;negative
5059;1473562951625891846;believe;future;neither;negative
5060;1473571040663982082;believe;present;neither;neutral
5061;1473579357696188416;believe;future;neither;negative
5062;1473582895327432706;believe;future;neither;positive
5063;1473583117097218049;believe;past;offensive_language;negative
5064;1473594938197692421;believe;future;neither;negative
5065;1473604483166912516;believe;past;neither;negative
5066;1473615159704928256;believe;future;neither;neutral
5067;1473617356752621569;believe;past;neither;negative
5068;1473619044838387719;believe;present;offensive_language;neutral
5069;1473630361108172800;believe;future;neither;negative
5070;1473637301326647300;believe;future;neither;negative
5071;1473643407927132164;believe;future;offensive_language;positive
5072;1473645051662245889;believe;past;neither;negative
5073;1473650886668861440;believe;future;neither;negative
5074;1473663733989720064;believe;future;neither;positive
5075;1473664397562290179;believe;future;neither;negative
5076;1473668839296712715;believe;future;neither;positive
5077;1473669699389042696;believe;past;offensive_language;neutral
5078;1473670879636770823;believe;future;neither;negative
5079;1473673726440968195;believe;future;neither;positive
5080;1473675794652278788;believe;past;neither;negative
5081;1473680115020226562;believe;past;neither;negative
5082;1473680734326042629;believe;present;neither;neutral
5083;1473693049654022159;believe;future;neither;negative
5084;1473694087798824968;believe;future;neither;negative
5085;1473694717397319680;believe;past;neither;negative
5086;1473697087279616000;believe;past;hate_speech;neutral
5087;1473697675744882696;believe;future;neither;neutral
5088;1473706953415315466;believe;present;neither;neutral
5089;1473707114484932613;believe;present;neither;positive
5090;1473707472976322571;believe;future;neither;negative
5091;1473708688229687300;believe;present;offensive_language;neutral
5092;1473715089098297356;believe;past;neither;neutral
5093;1473719684436570117;believe;present;offensive_language;neutral
5094;1473725252953903111;believe;future;neither;negative
5095;1473731415133114372;believe;past;offensive_language;negative
5096;1473731777277661196;believe;future;offensive_language;negative
5097;1473736090548936714;believe;past;hate_speech;negative
5098;1473739648245678082;believe;future;offensive_language;negative
5099;1473740227122507786;believe;past;offensive_language;negative
5100;1473740755957133318;believe;future;neither;negative
5101;1473743320409124867;believe;future;neither;positive
5102;1473743497609973760;believe;future;offensive_language;negative
5103;1473743849084395536;believe;future;neither;negative
5104;1473746200822046723;believe;future;neither;negative
5105;1473750111620587524;believe;future;neither;negative
5106;1473755248145489920;believe;future;neither;negative
5107;1473755983033901062;believe;future;neither;positive
5108;1473758409556205579;believe;past;neither;negative
5109;1473774849608671234;believe;future;neither;negative
5110;1473776848945356800;believe;present;neither;neutral
5111;1473784068944936969;believe;future;neither;neutral
5112;1473786872992251909;believe;future;neither;positive
5113;1473790821644353538;believe;past;offensive_language;neutral
5114;1473793688509857804;believe;future;offensive_language;positive
5115;1473798295805837314;believe;past;offensive_language;negative
5116;1473809739276595201;believe;future;neither;negative
5117;1473823312610578434;believe;future;neither;negative
5118;1473838981209067530;believe;future;neither;negative
5119;1473842040882573321;believe;future;offensive_language;negative
5120;1473843299886592000;believe;future;offensive_language;negative
5121;1473845142155051010;believe;past;neither;negative
5122;1473855736799444994;believe;future;neither;neutral
5123;1473874471455006721;believe;future;offensive_language;negative
5124;1473898177216405505;believe;present;offensive_language;neutral
5125;1473903219457802248;believe;future;offensive_language;positive
5126;1473913285212704769;believe;future;neither;negative
5127;1473923852187152385;believe;past;neither;negative
5128;1473941322989850624;believe;past;neither;neutral
5129;1473945022923952128;believe;past;neither;negative
5130;1473946839602839559;believe;past;neither;neutral
5131;1473951577887186944;believe;future;neither;positive
5132;1473972941872242690;believe;future;neither;positive
5133;1473993134736646147;believe;future;neither;neutral
5134;1473993857159335940;believe;past;neither;neutral
5135;1474001347422924802;believe;present;neither;neutral
5136;1474008609155653637;believe;future;neither;negative
5137;1474024867938934787;believe;future;neither;neutral
5138;1474028649368231936;believe;future;neither;negative
5139;1474034764172697609;believe;future;neither;negative
5140;1474047469612769288;believe;future;neither;neutral
5141;1474047671010799617;believe;past;neither;neutral
5142;1474047924900409356;believe;past;neither;negative
5143;1474048026175934469;believe;future;neither;negative
5144;1474048291570544641;believe;present;neither;positive
5145;1474048851673862151;believe;future;offensive_language;negative
5146;1474048999002882050;believe;present;neither;neutral
5147;1474049562411216900;believe;past;neither;negative
5148;1474052451795976192;believe;present;neither;neutral
5149;1474074824037191700;believe;present;neither;neutral
5150;1474091184100364289;believe;future;neither;neutral
5151;1474092578119245839;believe;past;neither;neutral
5152;1474095595019292675;believe;future;offensive_language;positive
5153;1474100839585247232;believe;future;neither;negative
5154;1474102765588729858;believe;future;offensive_language;neutral
5155;1474103861568700416;believe;future;neither;negative
5156;1474106923100241920;believe;past;offensive_language;negative
5157;1474107300507906058;believe;past;offensive_language;negative
5158;1474108837904871432;believe;future;neither;positive
5159;1474116846978691099;believe;future;neither;negative
5160;1474118259620278296;believe;past;neither;negative
5161;1474118674319613955;believe;future;neither;negative
5162;1474121841786581021;believe;present;neither;positive
5163;1474126003089784845;believe;future;neither;negative
5164;1474129160901648386;believe;future;neither;negative
5165;1474130268101361674;believe;future;offensive_language;negative
5166;1474130450947973126;believe;future;neither;neutral
5167;1474133094957527042;believe;future;neither;negative
5168;1474137489182904321;believe;past;neither;neutral
5169;1474146621520691202;believe;past;hate_speech;neutral
5170;1474149931627732992;believe;future;neither;negative
5171;1474152176087965702;believe;future;offensive_language;negative
5172;1474152552010821632;believe;future;neither;negative
5173;1474161577351737366;believe;future;neither;negative
5174;1474213980373663745;believe;future;neither;neutral
5175;1474235853673091076;believe;future;neither;positive
5176;1474240047641776128;believe;present;neither;neutral
5177;1474261897415331843;believe;future;neither;negative
5178;1474266122367107074;believe;future;neither;neutral
5179;1474268347164282882;believe;future;neither;positive
5180;1474281506017316865;believe;present;offensive_language;positive
5181;1474292062875013123;believe;past;neither;negative
5182;1474294504043827201;believe;past;neither;negative
5183;1474301401098604557;believe;present;neither;neutral
5184;1474306221758812160;believe;future;neither;positive
5185;1474311363254431747;believe;future;neither;negative
5186;1474328353700298785;believe;past;offensive_language;negative
5187;1474339579020914689;believe;past;offensive_language;positive
5188;1474369255915372549;believe;future;offensive_language;negative
5189;1474403204590804995;believe;present;offensive_language;neutral
5190;1474411277795545090;believe;future;neither;negative
5191;1474414789652799496;believe;future;neither;negative
5192;1474415767953235972;believe;future;neither;negative
5193;1474417467355242508;believe;future;neither;negative
5194;1474419986441674752;believe;future;neither;neutral
5195;1474425244039278593;believe;past;neither;negative
5196;1474426005682995203;believe;present;neither;neutral
5197;1474436178640191491;believe;future;neither;negative
5198;1474438304913367048;believe;future;neither;positive
5199;1474444173801668618;believe;future;neither;positive
5200;1474446305367937026;believe;future;neither;negative
5201;1474446377014992903;believe;future;neither;negative
5202;1474450877599604744;believe;future;neither;neutral
5203;1474452468952039430;believe;future;neither;positive
5204;1474453823620009986;believe;future;neither;negative
5205;1474456814301372417;believe;future;neither;negative
5206;1474460849800724488;believe;past;neither;neutral
5207;1474467938463850497;believe;future;neither;negative
5208;1474468338420101122;believe;present;neither;neutral
5209;1474471378048987137;believe;future;neither;neutral
5210;1474477250464649218;believe;future;neither;negative
5211;1474508815919992832;believe;future;offensive_language;positive
5212;1474516753497530368;believe;future;neither;neutral
5213;1474572897226219521;believe;future;neither;positive
5214;1474580870107332609;believe;present;neither;neutral
5215;1474593676139638789;believe;future;neither;negative
5216;1474597691158061059;believe;future;neither;negative
5217;1474602400480649222;believe;future;neither;neutral
5218;1474625584860827649;believe;present;neither;neutral
5219;1474644050527469569;believe;future;neither;negative
5220;1474660070805970944;believe;future;neither;neutral
5221;1474672614153113606;believe;past;offensive_language;neutral
5222;1474688891819118593;believe;present;offensive_language;neutral
5223;1474693128183554056;believe;future;neither;positive
5224;1474719056452329475;believe;future;neither;negative
5225;1474760244244856832;believe;future;neither;negative
5226;1474775819490889732;believe;future;offensive_language;negative
5227;1474781402885500928;believe;future;neither;negative
5228;1474782754889895938;believe;future;neither;positive
5229;1474790082301378566;believe;future;neither;negative
5230;1474799696581435395;believe;past;neither;neutral
5231;1474815865614860288;believe;present;neither;neutral
5232;1474819327501029376;believe;future;neither;positive
5233;1474840107312103429;believe;future;neither;positive
5234;1474890553225535489;believe;past;neither;neutral
5235;1474915884527353858;believe;present;neither;positive
5236;1474922333517189130;believe;future;neither;negative
5237;1474951889372553219;believe;past;offensive_language;negative
