tweetid;topic;hate;sentiment
1404734657606918145;impact;neither;negative
1404734657606918145;mitigation;neither;positive
1404733242457067529;others;neither;neutral
1404733242457067529;politics_and_policy;neither;positive
1404732899472162816;politics_and_policy;neither;positive
1404732899472162816;politics_and_policy;neither;positive
1404755008155885570;impact;neither;negative
1404753224100372485;politics_and_policy;neither;negative
1404753224100372485;others;neither;negative
1404752200967110662;politics_and_policy;neither;positive
1404752185590784005;mitigation;neither;neutral
1404752068519370752;impact;neither;negative
1404748712992198658;mitigation;neither;neutral
1404748099042660356;politics_and_policy;neither;positive
1404748099042660356;others;neither;neutral
1404769642422452225;mitigation;neither;neutral
1404769642422452225;mitigation;neither;neutral
1404769642422452225;mitigation;neither;positive
1404768078366445569;others;neither;neutral
1404767226637467654;mitigation;neither;positive
1404766628244557827;rootcause;offensive_language;neutral
1404766628244557827;politics_and_policy;offensive_language;negative
1404766357930061829;mitigation;offensive_language;neutral
1404765675688693762;politics_and_policy;neither;negative
1404765127224741890;mitigation;neither;positive
1404764187943915528;mitigation;neither;positive
1404764187943915528;mitigation;neither;positive
1404763644974469120;impact;neither;negative
1404761346751840258;impact;offensive_language;negative
1404761346751840258;others;offensive_language;positive
1404760619375595520;impact;neither;negative
1404760597858639874;rootcause;neither;negative
1404760433316274178;impact;hate_speech;negative
1404760343310635015;politics_and_policy;neither;positive
1404783810647138306;rootcause;neither;negative
1404782945802539010;rootcause;neither;negative
1404782945802539010;politics_and_policy;neither;negative
1404782743280574466;mitigation;hate_speech;neutral
1404782140924047361;politics_and_policy;neither;neutral
1404782007775805441;impact;neither;negative
1404782007775805441;impact;neither;negative
1404780752533954564;mitigation;neither;positive
1404780747135782917;others;neither;neutral
1404780747135782917;others;neither;neutral
1404780713409486848;mitigation;neither;positive
1404780274920181769;mitigation;neither;positive
1404779753777811457;politics_and_policy;neither;negative
1404779473229148162;mitigation;neither;positive
1404778768254832642;rootcause;offensive_language;negative
1404778315441967110;mitigation;neither;positive
1404778285222055936;others;neither;neutral
1404778285222055936;others;neither;neutral
1404778243484524550;mitigation;neither;positive
1404778214925344773;politics_and_policy;neither;neutral
1404777964026335233;mitigation;neither;neutral
1404777334503350273;others;neither;neutral
1404800687205236746;mitigation;neither;negative
1404799618857193476;mitigation;neither;positive
1404798999064989706;impact;hate_speech;negative
1404798999064989706;politics_and_policy;hate_speech;positive
1404798849395281921;impact;neither;negative
1404798795083304974;mitigation;neither;positive
1404797607529127938;mitigation;neither;positive
1404797607529127938;mitigation;neither;neutral
1404797501727821826;politics_and_policy;neither;neutral
1404796491999465478;mitigation;neither;positive
1404796491944841228;mitigation;neither;positive
1404796449758515214;mitigation;neither;positive
1404815240836046858;mitigation;neither;positive
1404814595508916236;politics_and_policy;neither;neutral
1404813825380134913;mitigation;neither;positive
1404813308339933185;politics_and_policy;neither;negative
1404812235147522056;rootcause;neither;neutral
1404812235147522056;rootcause;neither;negative
1404812169879994372;mitigation;neither;positive
1404812120596885510;mitigation;neither;positive
1404810558881386497;impact;neither;negative
1404830311960174602;mitigation;offensive_language;positive
1404823795269963782;rootcause;neither;neutral
1404823637761441795;politics_and_policy;neither;neutral
1404823631612596224;impact;neither;negative
1404823631612596224;impact;neither;negative
1404823575584989188;politics_and_policy;neither;neutral
1404823575584989188;politics_and_policy;neither;neutral
1404823522455736320;politics_and_policy;neither;neutral
1404845979254378499;impact;neither;neutral
1404840129697570819;rootcause;neither;negative
1404838614782119939;politics_and_policy;neither;negative
1404838613364314119;mitigation;neither;positive
1404857417423376394;politics_and_policy;neither;neutral
1404857028342784002;impact;neither;negative
1404856662293463049;others;offensive_language;negative
1404856429698289666;others;offensive_language;negative
1404853848548782080;politics_and_policy;neither;neutral
1404853469786296333;impact;neither;negative
1404852694548848647;mitigation;neither;positive
1404849265835495425;mitigation;neither;positive
1404871836442189830;politics_and_policy;neither;negative
1404870148704641025;politics_and_policy;offensive_language;negative
1404869676190994435;impact;offensive_language;negative
1404869581231906817;others;offensive_language;neutral
1404869581231906817;mitigation;offensive_language;neutral
1404869385295056898;impact;neither;negative
1404869075436724227;mitigation;neither;positive
1404866454093242373;mitigation;neither;positive
1404864987688960000;impact;neither;neutral
1404864171448152068;impact;neither;negative
1404863972235485200;others;offensive_language;neutral
1404863337461161990;others;offensive_language;neutral
1404889926672388097;impact;neither;negative
1404885671693537282;impact;neither;negative
1404882668022554625;mitigation;neither;positive
1404879602124660737;politics_and_policy;neither;positive
1404878109560741898;politics_and_policy;hate_speech;neutral
1404905898452074501;impact;neither;negative
1404905727261478913;impact;neither;negative
1404896732136103937;mitigation;offensive_language;positive
1404892777444515847;politics_and_policy;neither;neutral
1404918999306096643;mitigation;neither;positive
1404918205269807109;mitigation;neither;positive
1404917883671617544;others;neither;neutral
1404915388777828352;others;neither;positive
1404908577228267522;impact;neither;negative
1404908487872811010;others;neither;neutral
1404906680933027852;mitigation;offensive_language;positive
1404906610074472461;mitigation;neither;neutral
1404934439692472321;mitigation;neither;neutral
1414364388765569028;impact;neither;neutral
1414364388765569028;impact;neither;negative
1414363032893931529;impact;neither;negative
1414362139024760835;impact;neither;negative
1414360777906024450;mitigation;neither;positive
1414359612200038416;impact;neither;negative
1414358848614371328;impact;neither;negative
1414383634438520835;impact;neither;negative
1414373962751033355;mitigation;neither;neutral
1414400744854331395;politics_and_policy;neither;positive
1414400360270159872;impact;neither;negative
1414398712034570242;impact;neither;negative
1414398106779758593;impact;offensive_language;negative
1414397735311011842;impact;neither;negative
1414395877435785220;politics_and_policy;hate_speech;negative
1414395212496052230;others;neither;positive
1414418467244187650;impact;neither;negative
1414418421039648770;mitigation;offensive_language;positive
1414416767129034754;others;neither;negative
1414415465426870279;mitigation;neither;neutral
1414412488523730946;mitigation;neither;positive
1414412488523730946;others;neither;positive
1414408821275914242;politics_and_policy;neither;positive
1414405147640307714;impact;neither;negative
1414404286222532610;mitigation;neither;neutral
1414404166701785092;mitigation;neither;positive
1414433336429322240;others;neither;positive
1414433122976862208;impact;neither;negative
1414433045873053698;impact;offensive_language;negative
1414430830395420672;others;hate_speech;negative
1414430255704461314;mitigation;neither;neutral
1414429232055209984;impact;neither;negative
1414427972153479169;others;neither;neutral
1414426272285945859;impact;neither;negative
1414423078541553665;politics_and_policy;neither;positive
1414421322294255617;impact;neither;negative
1414420852771229705;rootcause;neither;negative
1414447224302485504;politics_and_policy;offensive_language;neutral
1414446517100949504;others;neither;negative
1414440709935878144;politics_and_policy;offensive_language;positive
1414440433267118082;others;neither;neutral
1414439308266590208;impact;offensive_language;negative
1414439308266590208;impact;offensive_language;negative
1414437868248969225;impact;neither;negative
1414435055825342478;mitigation;neither;positive
1414435055397740551;others;neither;neutral
1414434346350567428;others;neither;negative
1414434346350567428;others;neither;neutral
1414464216270991365;politics_and_policy;neither;positive
1414462786709512192;others;neither;negative
1414459511897796608;rootcause;offensive_language;neutral
1414456009083396098;politics_and_policy;neither;neutral
1414454791116263426;mitigation;neither;positive
1414479386716344320;politics_and_policy;offensive_language;negative
1414479220647018497;mitigation;neither;positive
1414476135732219905;others;offensive_language;neutral
1414475804541550595;mitigation;neither;positive
1414475804541550595;others;neither;neutral
1414472847586729991;politics_and_policy;neither;neutral
1414472847586729991;others;neither;positive
1414472704594415616;impact;offensive_language;negative
1414472704594415616;others;offensive_language;neutral
1414471837279424514;impact;neither;negative
1414469863829950465;others;neither;negative
1414468189669400581;politics_and_policy;neither;positive
1414488708095561728;politics_and_policy;neither;neutral
1414518467068375042;rootcause;neither;negative
1414518467068375042;rootcause;neither;negative
1414511386571444232;others;neither;positive
1414537292476305410;mitigation;offensive_language;positive
1414536708343824384;impact;neither;negative
1414536261470236680;mitigation;neither;positive
1414535005972303872;politics_and_policy;neither;neutral
1414552437621497859;politics_and_policy;neither;negative
1414550701661851649;rootcause;neither;neutral
1414550701661851649;rootcause;neither;neutral
1414550275478654976;mitigation;neither;positive
1414549833143275520;others;neither;neutral
1414546516052647939;impact;neither;negative
1414545319778414597;impact;neither;negative
1414544815522451459;politics_and_policy;offensive_language;positive
1414567989635133441;politics_and_policy;neither;positive
1414567931481137154;others;neither;positive
1414567185419231232;mitigation;neither;positive
1414565577138610176;mitigation;neither;positive
1414562519570546690;rootcause;neither;negative
1414584362574647299;rootcause;offensive_language;negative
1414579909373083657;impact;neither;negative
1414595152199491586;others;neither;negative
1414594142588518407;impact;neither;negative
1414613191384993792;impact;neither;negative
1414610858978775042;politics_and_policy;neither;neutral
1414610686353813511;impact;neither;negative
1414609211279958027;mitigation;neither;positive
1414686192902176768;impact;neither;negative
1414683993090449408;impact;neither;negative
1415096860943917057;others;neither;neutral
1415095117585678338;rootcause;neither;negative
1415087134382374913;impact;neither;negative
1415118850337640450;politics_and_policy;neither;neutral
1415116117077422082;mitigation;neither;positive
1415116117077422082;politics_and_policy;neither;negative
1415113893681246213;politics_and_policy;neither;positive
1415134552830316545;politics_and_policy;neither;negative
1415134245454958593;politics_and_policy;neither;positive
1415131990509199368;politics_and_policy;offensive_language;neutral
1415131316023140353;politics_and_policy;neither;neutral
1415151226782629888;politics_and_policy;offensive_language;positive
1415171837730779136;others;neither;neutral
1415166693739958274;politics_and_policy;neither;positive
1415166669585063943;mitigation;neither;positive
1415165733105901575;impact;neither;negative
1415165733105901575;impact;neither;negative
1415165733105901575;impact;neither;negative
1415163461626171396;mitigation;neither;positive
1415161305464401920;others;neither;neutral
1415161305464401920;others;neither;positive
1415185297722073092;politics_and_policy;neither;negative
1415199994500374529;politics_and_policy;neither;neutral
1415198121949290497;politics_and_policy;neither;neutral
1415196888136044545;mitigation;hate_speech;positive
1415196638918807555;impact;neither;negative
1415193933945008132;impact;neither;negative
1415191363004637188;impact;neither;negative
1415189371012198402;impact;neither;negative
1415219455819452418;politics_and_policy;offensive_language;positive
1415219327834411008;politics_and_policy;neither;positive
1415232100463226883;politics_and_policy;neither;neutral
1415248537038647298;politics_and_policy;neither;neutral
1403169057445122048;impact;neither;negative
1403168453142323200;others;neither;negative
1403167452951941122;others;offensive_language;neutral
1403167397478113287;impact;offensive_language;negative
1403167108167577603;others;offensive_language;neutral
1403166934988959747;others;neither;neutral
1403166934988959747;others;neither;positive
1403165503187603456;politics_and_policy;neither;negative
1403165503187603456;impact;neither;negative
1403165454500200450;mitigation;neither;neutral
1403165216867717124;rootcause;neither;negative
1403164783889719298;others;neither;neutral
1403164104412434434;politics_and_policy;neither;positive
1403163656171540480;rootcause;neither;negative
1403163642351144963;mitigation;neither;positive
1403163033271156738;others;neither;neutral
1403162906695548930;impact;neither;negative
1403160641913835520;others;neither;neutral
1403160174580305926;mitigation;neither;positive
1403159146690617346;others;neither;neutral
1403159061458087938;others;offensive_language;negative
1403159061458087938;others;offensive_language;positive
1403158980948545540;impact;neither;negative
1403158980948545540;others;neither;neutral
1403158792590741510;others;neither;neutral
1403158729294434310;others;offensive_language;neutral
1403158474012315652;others;neither;negative
1403158435236134912;mitigation;neither;positive
1403158435236134912;others;neither;positive
1403158421281587200;others;offensive_language;positive
1403157717926227977;mitigation;neither;positive
1403157717926227977;others;neither;positive
1403156990897967106;others;neither;negative
1403155950509322240;politics_and_policy;neither;neutral
1403155950509322240;others;neither;neutral
1403155858683568130;others;hate_speech;neutral
1403184901885730818;others;neither;negative
1403184828992737284;politics_and_policy;neither;negative
1403184815550119938;others;neither;neutral
1403166654016667648;others;neither;neutral
1403183334591799304;politics_and_policy;neither;negative
1403183334591799304;politics_and_policy;neither;negative
1403182917233217536;politics_and_policy;neither;positive
1403182250049490944;others;offensive_language;neutral
1403181821597192196;mitigation;neither;positive
1403181016747937802;impact;neither;negative
1403178721041735680;others;neither;neutral
1403177837314646024;others;neither;neutral
1403177679948550144;others;neither;neutral
1403177679948550144;others;neither;positive
1403177667957071876;others;offensive_language;neutral
1403177666811809798;impact;neither;negative
1403175406912655362;rootcause;neither;negative
1403173429893754881;impact;neither;negative
1403171884456464385;others;neither;neutral
1403200230737297409;rootcause;hate_speech;negative
1403200161447399424;politics_and_policy;hate_speech;negative
1403200087258451968;mitigation;neither;positive
1403212682346569730;impact;neither;negative
1403212260948971522;impact;neither;negative
1403207876278112258;politics_and_policy;neither;positive
1403226488493707269;politics_and_policy;neither;negative
1403215419205472259;others;neither;negative
1403243055218634753;mitigation;neither;positive
1403239021636059141;mitigation;neither;positive
1403234791663849478;mitigation;neither;positive
1403234773192134660;impact;neither;negative
1403234336623665154;politics_and_policy;neither;neutral
1403257149107625989;impact;neither;negative
1403256950519894020;mitigation;offensive_language;positive
1403256098929266688;impact;offensive_language;negative
1403256002938540033;others;offensive_language;positive
1403255225738268672;mitigation;neither;positive
1403255164396527617;impact;neither;negative
1403254033951907842;others;neither;neutral
1403251606682968068;others;neither;neutral
1403275058643193857;impact;neither;negative
1403270994891001856;politics_and_policy;neither;negative
1403268810124120069;others;offensive_language;negative
1403290740176789509;impact;neither;negative
1403286145707003904;mitigation;neither;positive
1403316346100793345;rootcause;neither;negative
1403215419872362496;others;hate_speech;neutral
1403328262584025090;rootcause;neither;negative
1403327724035489793;impact;neither;negative
1403327724035489793;impact;neither;negative
1403326820309557259;mitigation;neither;positive
1403350053092085764;impact;neither;negative
1403350019277836295;others;neither;neutral
1403822205075701760;politics_and_policy;neither;negative
1403848335971205123;others;neither;neutral
1403845473853706242;impact;neither;negative
1403839532022308864;others;neither;positive
1403838281121423362;impact;neither;negative
1403834582559072261;politics_and_policy;offensive_language;positive
1403834497414615048;others;neither;neutral
1403834495673901058;others;offensive_language;neutral
1403864277568557058;politics_and_policy;neither;negative
1403776509333102595;politics_and_policy;neither;neutral
1403860164030173185;others;neither;neutral
1403859799113076737;politics_and_policy;neither;positive
1403857649280638980;others;neither;neutral
1403855632457818114;others;neither;positive
1403854860018020353;politics_and_policy;neither;negative
1403853660044644355;mitigation;neither;positive
1403852252234743808;impact;offensive_language;negative
1403851178681815045;mitigation;neither;positive
1403850606373003265;politics_and_policy;neither;negative
1403850192785317891;mitigation;offensive_language;positive
1403850192785317891;impact;offensive_language;negative
1403850026703540227;impact;neither;negative
1403801275968278530;impact;neither;negative
1403875292628717569;impact;neither;negative
1403875149842042881;impact;neither;negative
1403873305715777536;rootcause;offensive_language;negative
1403872392846397444;impact;neither;negative
1403871274607149058;rootcause;neither;negative
1403869923315748864;mitigation;neither;positive
1403867437724962817;politics_and_policy;neither;negative
1403866818935205891;others;neither;neutral
1403889104845258755;impact;neither;negative
1403902476030341123;mitigation;neither;positive
1403898259983147018;impact;neither;negative
1403920837141536768;mitigation;neither;positive
1403932783634964481;impact;offensive_language;negative
1403949567947673607;impact;offensive_language;negative
1403940298938621960;mitigation;neither;positive
1403969702569943043;others;neither;neutral
1403967469585264649;impact;neither;negative
1403966569944784898;impact;neither;negative
1403966448175878145;politics_and_policy;neither;positive
1403960032132169728;impact;neither;negative
1403984728504610817;others;offensive_language;neutral
1403977940946259968;others;neither;negative
1403971573606801408;others;neither;neutral
1403995635012050944;politics_and_policy;neither;positive
1403991948059422720;others;neither;positive
1403986512388280322;others;neither;neutral
1403985741093478403;impact;neither;negative
1404015458592960516;others;neither;neutral
1404002234728259590;others;neither;negative
1404000631296249859;rootcause;neither;negative
1403169643083206659;others;neither;neutral
1403168151240470528;politics_and_policy;neither;positive
1403166654016667648;others;neither;positive
1403166118181810181;others;neither;neutral
1403165464826613762;politics_and_policy;neither;neutral
1403165105949339650;politics_and_policy;neither;negative
1403164747286020100;mitigation;neither;neutral
1403164282695544834;others;neither;neutral
1403163325643513871;rootcause;neither;negative
1403163319326887938;others;neither;neutral
1403163074178260993;others;neither;positive
1403160371762909186;mitigation;neither;positive
1403157873891368966;others;offensive_language;positive
1403157580885622788;others;neither;neutral
1403184825364738051;mitigation;neither;positive
1403182372820979712;others;neither;positive
1403181813548294145;others;neither;neutral
1403178016667160576;politics_and_policy;neither;negative
1403177423253000193;others;neither;neutral
1403170848798744579;impact;neither;negative
1403203808285519875;politics_and_policy;offensive_language;positive
1403230263375663108;others;neither;neutral
1403226219588558848;impact;neither;negative
1403226113803833349;mitigation;offensive_language;positive
1403225692767080450;impact;neither;negative
1403222998715441153;impact;neither;negative
1403217381737091074;impact;neither;negative
1403238965386285058;impact;neither;negative
1403236145496944640;impact;neither;negative
1403232599271776256;rootcause;neither;negative
1403256165895708674;impact;neither;negative
1403251579646615554;impact;neither;negative
1403251373408460802;mitigation;neither;positive
1403271990073610241;impact;neither;negative
1403271984625209346;mitigation;neither;positive
1403270089164607488;others;neither;positive
1403269023651954697;mitigation;neither;positive
1403290898742530049;impact;neither;negative
1403288516059045888;politics_and_policy;neither;positive
1403299236691775489;mitigation;neither;positive
1403298483289853962;mitigation;offensive_language;positive
1403328666424070153;mitigation;neither;positive
1403328231776862209;mitigation;neither;positive
1403350604878028801;impact;neither;negative
1403349152340209664;rootcause;neither;negative
1403346010320027652;politics_and_policy;hate_speech;negative
1403759193811730437;rootcause;neither;neutral
1403759005785264133;impact;neither;negative
1403759003092586513;mitigation;neither;positive
1403788800506187776;impact;offensive_language;negative
1403788282052415492;impact;neither;negative
1403787413126889475;others;neither;negative
1403786686702751744;impact;neither;negative
1403785994776817669;others;neither;neutral
1403785297075179525;impact;neither;negative
1403782401650659331;rootcause;neither;negative
1403781663662952449;impact;neither;negative
1403781506699382787;impact;neither;negative
1403780237297696775;others;neither;neutral
1403779403272921088;mitigation;offensive_language;positive
1403797348828995598;politics_and_policy;neither;positive
1403794481271484422;impact;neither;negative
1403790024030703619;politics_and_policy;neither;positive
1403789439441244173;others;neither;neutral
1403819143758028801;others;neither;neutral
1403805051169087490;mitigation;offensive_language;positive
1403833515741958160;impact;neither;negative
1403832593116770314;others;neither;neutral
1403826405234802689;rootcause;neither;negative
1403824601516457984;others;neither;neutral
1403823916091641856;rootcause;offensive_language;neutral
1404226920343031809;impact;offensive_language;negative
1404217624091709443;impact;neither;negative
1404239947159281664;impact;neither;negative
1404234899494629376;others;neither;neutral
1404234345431322628;impact;offensive_language;negative
1404232682305949697;others;neither;neutral
1404227648562335745;others;offensive_language;positive
1404227492664250369;rootcause;neither;negative
1404246714907648001;mitigation;neither;positive
1413271146628321283;others;offensive_language;positive
1413270437556068356;impact;offensive_language;negative
1413268741417148419;impact;neither;negative
1413268067560398850;impact;neither;negative
1413266395635220482;impact;neither;negative
1413265705785380866;others;neither;neutral
1413263917141221376;impact;neither;negative
1413263879283617795;politics_and_policy;neither;negative
1413263642838159365;impact;neither;negative
1413263286863339522;impact;neither;neutral
1413261951770136579;rootcause;neither;negative
1413260629851443203;mitigation;neither;positive
1413256706948321281;impact;neither;negative
1413257252534841345;politics_and_policy;offensive_language;negative
1413256831338614784;impact;neither;negative
1413258226305409024;politics_and_policy;neither;positive
1413258848190832641;impact;neither;negative
1413254537717166087;others;neither;negative
1413252845877534730;mitigation;neither;positive
1413251769526784003;others;hate_speech;negative
1413251546154942467;impact;neither;negative
1413251172748578817;others;neither;neutral
1413240605988241413;politics_and_policy;neither;neutral
1413249578204241920;impact;neither;negative
1413249423656853509;impact;offensive_language;negative
1413248612474114048;impact;neither;negative
1413248305618898950;others;offensive_language;positive
1413247131905761282;others;offensive_language;positive
1413241397449216008;mitigation;offensive_language;positive
1413239995670876161;politics_and_policy;neither;positive
1413239842759188488;others;offensive_language;neutral
1413239806872756230;impact;neither;negative
1413238055155163142;politics_and_policy;neither;negative
1413237943578337282;others;neither;positive
1413237878197428229;impact;neither;negative
1413237878197428229;impact;neither;negative
1413237672307564544;mitigation;neither;positive
1413236772440461314;impact;offensive_language;negative
1413236463081332737;impact;neither;negative
1413235588975706112;others;neither;negative
1413235289376665600;impact;neither;negative
1413235254148558850;politics_and_policy;neither;positive
1413234137704456192;mitigation;neither;positive
1413233987804401668;others;neither;negative
1413233946733813764;politics_and_policy;neither;positive
1413233449704562701;mitigation;neither;positive
1413225637758832653;rootcause;neither;negative
1413224153721708547;others;neither;neutral
1413223956648239104;politics_and_policy;neither;positive
1413223299987828737;impact;neither;negative
1413223162137903106;impact;neither;negative
1413220887399108610;impact;neither;negative
1413220056369086465;others;neither;positive
1413218865903980550;politics_and_policy;neither;positive
1413218831506362370;impact;neither;negative
1413218741073039361;others;neither;positive
1413218682470273028;mitigation;neither;positive
1413218636152537088;impact;neither;negative
1413217649316835335;rootcause;neither;negative
1413216896707698690;impact;neither;negative
1413216727928815616;impact;neither;negative
1413194618640814082;politics_and_policy;offensive_language;positive
1413215372518453249;impact;neither;negative
1413211108345892864;mitigation;neither;positive
1413208830305918976;politics_and_policy;neither;negative
1413208806125879301;mitigation;neither;positive
1413062563961745411;mitigation;neither;neutral
1413206052074631175;politics_and_policy;neither;negative
1413205468248514563;mitigation;neither;positive
1413204880299278338;others;offensive_language;negative
1413204771838693376;impact;offensive_language;negative
1413204397790834692;mitigation;offensive_language;positive
1413203101704548352;others;neither;neutral
1413099660089118724;mitigation;neither;neutral
1413202645477740544;others;offensive_language;neutral
1415822886959411201;impact;neither;negative
1415819778527166464;impact;offensive_language;negative
1415819488864440321;politics_and_policy;hate_speech;positive
1415818728235839494;mitigation;neither;positive
1415817828330917891;mitigation;offensive_language;positive
1415817708487249920;politics_and_policy;neither;positive
1415817427116568585;impact;neither;negative
1415816821303779328;impact;neither;negative
1415816591237812225;others;hate_speech;negative
1415815091560275969;others;neither;positive
1415813911652278272;politics_and_policy;offensive_language;negative
1415813441672159234;politics_and_policy;offensive_language;positive
1415810700925194249;politics_and_policy;neither;positive
1415810664757559296;rootcause;offensive_language;negative
1415810663667183617;politics_and_policy;neither;negative
1415810535728295938;politics_and_policy;neither;negative
1415838470900273161;others;offensive_language;neutral
1415835351097044992;impact;neither;negative
1415835325579022342;rootcause;neither;negative
1415834154072264704;mitigation;neither;positive
1415830090240434200;rootcause;neither;negative
1415829482435457025;politics_and_policy;neither;positive
1415827773403267072;impact;neither;negative
1415824995452817408;politics_and_policy;neither;negative
1415851864134934530;politics_and_policy;hate_speech;negative
1415851427797213184;mitigation;neither;positive
1415847668207730691;rootcause;neither;negative
1415847652638568454;impact;offensive_language;negative
1415843633643851778;mitigation;neither;positive
1416169078700531721;impact;neither;negative
1416168040165642243;mitigation;neither;positive
1416168030833463304;rootcause;offensive_language;negative
1416167298667327488;mitigation;offensive_language;positive
1416163232482529281;impact;neither;negative
1415862517725732873;politics_and_policy;neither;positive
1415853318702870528;others;neither;neutral
1415880301725700096;politics_and_policy;neither;positive
1415876528550912002;impact;neither;negative
1415876447122644997;politics_and_policy;neither;negative
1415873573525282817;others;neither;neutral
1416118791906467845;impact;neither;negative
1416907076593459200;politics_and_policy;neither;negative
1416905853647609856;impact;neither;negative
1416903544184135686;impact;neither;negative
1416903452593098752;impact;neither;negative
1416902808608063491;others;neither;positive
1416901605572571137;others;neither;positive
1416899606269423616;mitigation;neither;positive
1416920276449726464;impact;offensive_language;negative
1416917186812198927;impact;offensive_language;negative
1416916320822513668;politics_and_policy;offensive_language;positive
1416912418685558789;impact;neither;negative
1416912418685558789;impact;neither;negative
1416911410592813059;rootcause;neither;negative
1416938590211383301;impact;neither;negative
1416937013769539588;mitigation;neither;positive
1416934820140224515;rootcause;neither;negative
1416932810309345281;mitigation;neither;positive
1416931538868989952;rootcause;neither;negative
1416927021037506566;others;neither;positive
1416953268060622852;others;neither;positive
1416952927571218434;politics_and_policy;neither;positive
1416950032721403908;impact;neither;negative
1416941703458549761;politics_and_policy;neither;positive
1416967294064939010;politics_and_policy;neither;positive
1416966032716140544;others;neither;positive
1416963304858259461;politics_and_policy;neither;positive
1416960398750674946;mitigation;neither;positive
1416960281520099336;impact;offensive_language;negative
1416955973747499010;impact;neither;negative
1416983859908939782;impact;neither;negative
1416974110031183872;others;neither;positive
1416980644630990855;impact;neither;negative
1418705677002870788;impact;neither;negative
1418737669106974721;rootcause;neither;negative
1418736151137972225;others;offensive_language;positive
1418734492995358721;politics_and_policy;offensive_language;negative
1418733707259650049;rootcause;neither;negative
1418730832512962567;impact;neither;negative
1418726462635524096;mitigation;neither;positive
1418719237162602498;impact;neither;negative
1396609384348884992;impact;neither;negative
1396609384348884992;others;neither;negative
1396609335237640195;others;offensive_language;neutral
1396609335237640195;mitigation;offensive_language;positive
1396605160374296577;politics_and_policy;offensive_language;negative
1396604709394436097;others;offensive_language;negative
1396591153475096579;mitigation;neither;positive
1396581980561543168;others;offensive_language;neutral
1396581980561543168;impact;offensive_language;negative
1396581215562567685;impact;offensive_language;negative
1396580109855952899;politics_and_policy;offensive_language;negative
1396574593058590725;mitigation;offensive_language;negative
1396570612408098818;others;offensive_language;neutral
1396570612408098818;politics_and_policy;offensive_language;positive
1396546910685630468;mitigation;neither;negative
1396546910685630468;mitigation;neither;negative
1396529353685667848;impact;neither;negative
1396511712564629508;impact;offensive_language;negative
1396511299367055365;impact;neither;negative
1396506692142182402;impact;neither;negative
1396502441932333056;others;offensive_language;neutral
1396486817445294083;mitigation;neither;positive
1396483637684678660;politics_and_policy;neither;negative
1396483637684678660;politics_and_policy;neither;positive
1396483084569260037;rootcause;neither;negative
1396631466554036226;others;neither;neutral
1396631466554036226;politics_and_policy;neither;negative
1396631466554036226;politics_and_policy;neither;negative
1396633175363780611;impact;neither;negative
1396654463155195910;mitigation;neither;positive
1396675783750524937;others;hate_speech;neutral
1396680316232900610;rootcause;neither;negative
1396696044361207809;others;neither;neutral
1396718907180961793;politics_and_policy;neither;positive
1396718907180961793;rootcause;neither;negative
1396718419269935111;politics_and_policy;neither;neutral
1396718419269935111;others;neither;neutral
1396715497316626432;politics_and_policy;offensive_language;neutral
1396715497316626432;rootcause;offensive_language;negative
1396714323687493635;politics_and_policy;neither;neutral
1396713085562281984;others;neither;neutral
1396732744210780162;others;offensive_language;positive
1396749283450400771;impact;offensive_language;negative
1396744556306001921;others;offensive_language;neutral
1396744018256666629;impact;neither;negative
1396743670699802624;mitigation;neither;positive
1396757436732747780;others;neither;positive
1396757436732747780;politics_and_policy;neither;positive
1396754156761731076;mitigation;neither;negative
1396770078679453700;impact;neither;negative
1396770078679453700;others;neither;negative
1396796934929752064;rootcause;neither;neutral
1396788313474875393;others;neither;positive
1396783451546791936;others;offensive_language;positive
1396809455195459585;politics_and_policy;neither;positive
1396807559848333318;others;offensive_language;neutral
1396806663013756938;others;neither;neutral
1396803354051760130;others;neither;neutral
1396803354051760130;others;neither;negative
1396799243407355917;others;neither;positive
1396799243407355917;mitigation;neither;positive
1396820276546088967;mitigation;neither;positive
1396820276546088967;mitigation;neither;positive
1396817979954941954;others;offensive_language;neutral
1396817724379209731;impact;neither;negative
1396817724379209731;others;neither;neutral
1396842550594400261;mitigation;neither;positive
1396841611884126210;others;neither;neutral
1396841611884126210;rootcause;neither;neutral
1396840396622385159;others;neither;neutral
1396834867250450436;mitigation;neither;positive
1396829385701867522;mitigation;neither;positive
1396828961766879234;others;offensive_language;negative
1396857190825304069;mitigation;neither;negative
1396852378826067974;politics_and_policy;offensive_language;positive
1396852021748240385;politics_and_policy;neither;neutral
1396852021748240385;mitigation;neither;positive
