;tweetid;topic;stance;hate;sentiment
1773;1204142688670498816;1;1.0;neither;neutral
1774;1201079709834108929;1;1.0;offensive_language;positive
1775;1205084131954176000;1;1.0;offensive_language;positive
1776;1204339439373127687;1;1.0;neither;positive
1777;1204831059675930624;2;1.0;neither;negative
1778;1201969396912152584;1;0.0;neither;negative
1779;1205518411054354434;1;1.0;offensive_language;positive
1780;1205081222474543106;1;1.0;neither;positive
1781;1204405829446905857;2;1.0;offensive_language;positive
1782;1204456009349120003;1;1.0;offensive_language;positive
1783;1204961601218109440;1;0.0;neither;negative
1784;1204587971845996544;3;-1.0;neither;negative
1785;1204160720776187907;1;0.0;neither;positive
1786;1203076648976834560;1;1.0;offensive_language;positive
1787;1205235226978455554;1;1.0;offensive_language;positive
1788;1202741958575300608;2;1.0;offensive_language;negative
1789;1205348274636541952;2;1.0;neither;positive
1790;1203289430209056768;1;1.0;neither;neutral
1791;1201040617280876545;1;1.0;neither;positive
1792;1204351533762125825;2;1.0;neither;positive
1793;1201063436240740352;1;1.0;neither;positive
1794;1201073468818759680;1;1.0;neither;positive
1795;1204620119953018880;1;1.0;neither;negative
1796;1204887639104602113;1;1.0;offensive_language;negative
1797;1204402975541579776;2;1.0;neither;neutral
1798;1205303253849661441;2;1.0;hate_speech;positive
1799;1201954228522106882;1;1.0;offensive_language;positive
1800;1204101369357058050;2;0.0;neither;negative
1801;1203781697835327488;1;1.0;neither;negative
1802;1201447364952764421;1;1.0;neither;positive
1803;1205378694711332864;1;1.0;neither;positive
1804;1200982642541420544;2;1.0;offensive_language;negative
1805;1202724555443392512;2;1.0;neither;neutral
1806;1201418143681392640;1;1.0;offensive_language;positive
1807;1204999838208688128;2;1.0;offensive_language;negative
1808;1203036955933650944;1;1.0;offensive_language;positive
1809;1204176845240963072;1;1.0;offensive_language;negative
1810;1204895795670945792;1;-1.0;neither;negative
1811;1202382090832089089;2;0.0;neither;negative
1812;1205557019492511744;1;1.0;hate_speech;negative
1813;1201029756491378689;2;1.0;neither;positive
1814;1201503942615564289;1;1.0;neither;positive
1815;1204846698863960065;1;-1.0;offensive_language;positive
1816;1204400129442242562;2;1.0;neither;positive
1817;1200978879629819904;2;1.0;offensive_language;negative
1818;1204815359540432897;1;0.0;neither;positive
1819;1204078007805194248;1;1.0;neither;negative
1820;1204003730330394624;2;0.0;neither;positive
1821;1204122300238438402;3;1.0;neither;neutral
1822;1205304884054122501;1;-1.0;offensive_language;negative
1823;1201009421507129345;4;1.0;neither;positive
1824;1205059370062532609;2;-1.0;neither;negative
1825;1200987447556882432;2;-1.0;neither;neutral
1826;1205315186925559811;2;-1.0;offensive_language;negative
1827;1202711754691641344;2;1.0;neither;negative
1828;1204416050336419842;1;0.0;offensive_language;negative
1829;1203010634352353280;1;1.0;offensive_language;negative
1830;1204087586127372289;1;1.0;offensive_language;positive
1831;1205597046239113222;1;1.0;offensive_language;positive
1832;1201002123254566912;5;1.0;offensive_language;neutral
1833;1205151572889653250;3;1.0;neither;positive
1834;1204753394847629312;1;-1.0;neither;negative
1835;1202494644606656512;3;1.0;neither;positive
1836;1203498357181673472;1;-1.0;offensive_language;negative
1837;1203861396380954624;3;-1.0;neither;positive
1838;1203145073430413314;5;1.0;neither;negative
1839;1201033211113066496;2;1.0;neither;neutral
1840;1204420225598468101;2;1.0;neither;positive
1841;1200955523996061696;2;-1.0;offensive_language;negative
1842;1201774817831268352;1;-1.0;offensive_language;positive
1843;1203887092968968192;3;1.0;neither;positive
1844;1201582204360499200;1;0.0;neither;positive
1845;1200953039063928832;1;0.0;neither;neutral
1846;1202807234713051137;1;1.0;neither;positive
1847;1201014549555666944;4;1.0;neither;negative
1848;1203366253013979136;2;1.0;offensive_language;neutral
1849;1205554041935343618;2;1.0;neither;negative
1850;1201636395023912960;5;1.0;neither;negative
1851;1201032576208637952;2;0.0;offensive_language;positive
1852;1204291954688659456;1;-1.0;offensive_language;negative
1853;1200964727137923073;1;1.0;offensive_language;positive
1854;1204915648222003200;4;1.0;neither;positive
1855;1203106690083672065;1;1.0;neither;negative
1856;1205054354664968192;1;1.0;neither;positive
1857;1201078484300267521;1;1.0;neither;neutral
1858;1204305484716466176;1;1.0;offensive_language;positive
1859;1204677252132278272;1;1.0;offensive_language;positive
1860;1205202425809952768;1;1.0;offensive_language;neutral
1861;1201081615822155777;1;1.0;neither;positive
1862;1202990787467894785;1;1.0;offensive_language;neutral
1863;1204902148544315394;1;1.0;neither;negative
1864;1203211344503361536;3;1.0;offensive_language;neutral
1865;1201069467473776640;1;1.0;neither;positive
1866;1204608837501603840;1;1.0;neither;neutral
1867;1205020885410885633;2;1.0;neither;negative
1868;1203927468232577029;3;1.0;neither;negative
1869;1204466092409839616;1;1.0;offensive_language;negative
1870;1202983505191419907;1;1.0;neither;positive
1871;1201074715068157952;4;1.0;neither;positive
1872;1205440579037016065;4;1.0;offensive_language;positive
1873;1203054909240881156;1;1.0;offensive_language;positive
1874;1204474000757403648;1;1.0;neither;positive
1875;1201092397070987265;1;1.0;neither;positive
1876;1203968134291566593;1;1.0;neither;negative
1877;1203714606088249344;2;1.0;neither;positive
1878;1204045221975248896;2;1.0;offensive_language;positive
1879;1201070789640032257;1;1.0;offensive_language;positive
1880;1201065486148087808;2;1.0;offensive_language;negative
1881;1200998980508770305;2;0.0;neither;neutral
1882;1204493292592717824;1;1.0;neither;positive
1883;1203270715048366081;1;1.0;neither;positive
1884;1202376094843916288;1;-1.0;offensive_language;negative
1885;1200997203139010560;5;1.0;neither;negative
1886;1204009156799320076;1;-1.0;neither;neutral
1887;1201068172964696070;2;1.0;neither;neutral
1888;1201067946308710400;1;1.0;neither;negative
1889;1205239608302288896;2;1.0;neither;positive
1890;1205513562237612033;2;1.0;hate_speech;negative
1891;1203523978238652416;1;-1.0;neither;negative
1892;1201815173255680002;2;1.0;offensive_language;negative
1893;1204906798291050496;1;1.0;offensive_language;negative
1894;1204280097546502144;2;1.0;offensive_language;negative
1895;1204299742949367809;3;1.0;neither;positive
1896;1204930381532807169;2;1.0;offensive_language;positive
1897;1202676088297705473;1;0.0;offensive_language;negative
1898;1204757769271820289;2;1.0;neither;neutral
1899;1201936494795079682;1;1.0;offensive_language;negative
1900;1200974049263927296;3;1.0;neither;negative
1901;1203750299120201728;2;1.0;neither;neutral
1902;1204647597790515200;1;1.0;neither;negative
1903;1202679054853459976;2;1.0;neither;neutral
1904;1204465004549943297;2;1.0;neither;positive
1905;1200993427082448896;4;1.0;neither;negative
1906;1204725709203066880;2;1.0;offensive_language;negative
1907;1205335770694897664;2;0.0;offensive_language;negative
1908;1202967197590667265;2;1.0;neither;positive
1909;1204116804093665281;1;-1.0;neither;negative
1910;1204232545841213440;1;1.0;neither;positive
1911;1204798748083261442;2;0.0;neither;negative
1912;1202916210892890113;1;1.0;neither;positive
1913;1205176417576574978;2;-1.0;offensive_language;positive
1914;1204151921524609024;1;1.0;offensive_language;negative
1915;1205210487333371904;1;1.0;neither;positive
1916;1204841551932936195;2;1.0;neither;positive
1917;1205600346946646016;1;1.0;neither;positive
1918;1204472013856890880;1;1.0;offensive_language;negative
1919;1205368154928619522;2;1.0;neither;positive
1920;1201955733853659136;1;1.0;offensive_language;positive
1921;1200928101238222848;1;1.0;neither;positive
1922;1205288250635628545;2;1.0;neither;negative
1923;1201046618876923904;1;1.0;offensive_language;positive
1924;1203611849616347136;5;1.0;neither;negative
1925;1201417959861891073;2;1.0;neither;positive
1926;1202232064092672000;1;1.0;offensive_language;negative
1927;1204837880247402496;5;-1.0;hate_speech;negative
1928;1203004202349473792;2;1.0;neither;neutral
1929;1201435119376052225;1;1.0;offensive_language;positive
1930;1203115052523372544;2;1.0;offensive_language;positive
1931;1204890911890714625;2;1.0;offensive_language;positive
1932;1203028516843016202;1;1.0;neither;positive
1933;1204910222030061569;1;-1.0;offensive_language;positive
1934;1201049208305963013;1;1.0;neither;negative
1935;1203053559136190464;2;0.0;neither;neutral
1936;1200988908298752001;3;1.0;offensive_language;negative
1937;1204946187171684353;1;1.0;neither;neutral
1938;1200941255896768512;5;1.0;neither;negative
1939;1204758935665827840;1;1.0;neither;positive
1940;1204540805920305152;4;1.0;neither;neutral
1941;1204297994050441216;1;1.0;neither;positive
1942;1201942708568428544;1;1.0;neither;negative
1943;1203807969361575936;5;1.0;neither;negative
1944;1204813090497400838;1;1.0;neither;negative
1945;1204710094966947840;1;1.0;neither;negative
1946;1200951187132030976;1;1.0;neither;negative
1947;1205170963362373632;2;1.0;neither;negative
1948;1204867981232050177;2;1.0;neither;positive
1949;1203142712804835329;2;1.0;offensive_language;positive
1950;1204806786286596096;2;1.0;offensive_language;negative
1951;1201604003743850496;1;0.0;neither;positive
1952;1203014837883867141;2;1.0;neither;negative
1953;1201589506476036098;1;1.0;neither;negative
1954;1201908690279948288;1;1.0;offensive_language;neutral
1955;1204872410144444416;2;0.0;neither;positive
1956;1203279718235160576;1;1.0;neither;positive
1957;1205155299289632770;1;-1.0;neither;negative
1958;1203953219912658944;2;1.0;neither;positive
1959;1200929661359919104;1;1.0;neither;neutral
1960;1202217445492219904;1;1.0;neither;positive
1961;1205564244332138498;2;1.0;neither;negative
1962;1204172524977704960;1;1.0;offensive_language;negative
1963;1204904893833609216;2;1.0;neither;negative
1964;1201024740837576704;4;1.0;neither;neutral
1965;1202236201358495750;1;-1.0;neither;negative
1966;1204321421159280641;1;1.0;neither;positive
1967;1201071024248442882;1;1.0;offensive_language;positive
1968;1201504673540321282;2;1.0;offensive_language;positive
1969;1205612641034498048;3;1.0;neither;neutral
1970;1203573423789637633;5;0.0;offensive_language;negative
1971;1204771740443926528;1;1.0;offensive_language;positive
1972;1204796127545040897;1;1.0;neither;positive
1973;1204603839661379585;2;1.0;neither;positive
1974;1205541957495218176;1;1.0;neither;negative
1975;1203243302067113984;2;1.0;offensive_language;neutral
1976;1205451149203124225;1;1.0;offensive_language;negative
1977;1203030443047583744;1;1.0;neither;positive
1978;1203981095693430784;2;-1.0;neither;positive
1979;1200996511229693952;2;-1.0;offensive_language;negative
1980;1201079869448368128;1;1.0;neither;negative
1981;1205606290476675072;2;1.0;neither;neutral
1982;1201891973487091714;1;1.0;offensive_language;positive
1983;1201066415895273473;1;1.0;offensive_language;positive
1984;1201035814886612994;1;1.0;neither;positive
1985;1204820355879075840;2;1.0;neither;positive
1986;1204846338619240448;1;0.0;offensive_language;negative
1987;1201924195627741186;1;1.0;offensive_language;positive
1988;1205141689603637248;1;1.0;neither;positive
1989;1205548548017840129;1;1.0;neither;negative
1990;1201089431148679168;5;0.0;neither;negative
1991;1204806257825046528;1;1.0;neither;neutral
1992;1202986926569140226;2;1.0;neither;negative
1993;1205086507180138497;1;1.0;neither;positive
1994;1203879385171816449;2;1.0;offensive_language;positive
1995;1203413685760413697;2;1.0;neither;positive
1996;1205066681304911872;2;1.0;offensive_language;positive
1997;1205143592974589953;3;1.0;neither;positive
1998;1204558065556574209;5;1.0;offensive_language;negative
1999;1203474183289622529;1;1.0;neither;neutral
2000;1205512845301047297;1;1.0;neither;negative
2001;1202941100241162242;1;1.0;neither;neutral
2002;1203007208314699776;1;1.0;offensive_language;positive
2003;1205047193163517952;2;1.0;neither;positive
2004;1205344229767176193;3;1.0;offensive_language;positive
2005;1204484830689447936;3;1.0;neither;positive
2006;1205041004706979841;1;0.0;offensive_language;negative
2007;1201061777267519489;5;1.0;neither;negative
2008;1201037497842581504;1;1.0;neither;negative
2009;1200954058250620930;1;1.0;neither;negative
2010;1203936040890880005;1;1.0;neither;neutral
2011;1205178825971306499;1;1.0;neither;positive
2012;1204777211837976576;1;1.0;offensive_language;positive
2013;1204801612801286149;1;1.0;neither;positive
2014;1204460147222953984;1;1.0;neither;positive
2015;1203351638498586625;5;1.0;neither;positive
2016;1202819768639582208;1;1.0;neither;positive
2017;1202592248799596544;1;1.0;neither;neutral
2018;1200974803756294144;1;1.0;neither;neutral
2019;1201531693754208256;1;1.0;neither;positive
2020;1202664959865446400;2;1.0;offensive_language;positive
2021;1201004238815551488;2;1.0;offensive_language;negative
2022;1200957949209919494;1;1.0;neither;negative
2023;1205050793700802560;2;1.0;neither;positive
2024;1205211978811113472;1;1.0;neither;negative
2025;1204862554742366208;5;1.0;neither;neutral
2026;1204097966937661442;1;1.0;neither;negative
2027;1202669875124064257;1;1.0;neither;negative
2028;1203337129742483456;1;1.0;neither;neutral
2029;1203692736953626627;1;1.0;neither;negative
2030;1200944843943378945;1;1.0;offensive_language;negative
2031;1202888279147892736;1;1.0;neither;negative
2032;1202996156487344130;2;-1.0;offensive_language;negative
2033;1202299232062988289;2;1.0;neither;negative
2034;1203350954508054528;1;1.0;neither;negative
2035;1202984890125443072;1;1.0;offensive_language;positive
2036;1205545133955047424;1;1.0;neither;neutral
2037;1205284019946045442;2;1.0;neither;negative
2038;1202516545923997696;1;-1.0;neither;negative
2039;1204293906357051393;2;1.0;neither;neutral
2040;1205454503891361792;1;1.0;neither;positive
2041;1201049130405154818;1;1.0;offensive_language;positive
2042;1204136693265076225;2;0.0;neither;negative
2043;1202362771813199872;1;1.0;neither;negative
2044;1205576144126300160;2;0.0;neither;positive
2045;1203060765227409416;1;1.0;neither;negative
2046;1200930330422718469;1;1.0;neither;negative
2047;1202233556925329408;1;1.0;neither;positive
2048;1201049195324542976;1;1.0;neither;positive
2049;1201066089528078337;1;1.0;neither;negative
2050;1200950643004977152;5;1.0;neither;negative
2051;1201040813431705601;1;1.0;neither;positive
2052;1204507952792690691;2;1.0;offensive_language;negative
2053;1201836878787313665;1;1.0;neither;positive
2054;1205544336177483776;1;0.0;neither;positive
2055;1202062147016167425;1;0.0;offensive_language;positive
2056;1204734309963358208;1;1.0;neither;positive
2057;1200939953649156096;1;1.0;offensive_language;neutral
2058;1201502507823964160;1;1.0;neither;neutral
2059;1201069976314155008;4;1.0;neither;negative
2060;1203592842486145024;1;-1.0;neither;positive
2061;1205387957588439040;2;1.0;neither;positive
2062;1205588368962117632;1;-1.0;neither;negative
2063;1205010328989421568;2;1.0;neither;negative
2064;1202544935183929344;1;0.0;neither;positive
2065;1203983438119718912;1;1.0;offensive_language;positive
2066;1205551446588108800;3;1.0;neither;positive
2067;1204876210670489600;1;-1.0;offensive_language;positive
2068;1204211879117312002;1;0.0;neither;positive
2069;1201577760868782081;2;1.0;neither;negative
2070;1204853842422173696;4;1.0;offensive_language;negative
2071;1203746200060649472;1;1.0;offensive_language;positive
2072;1205547866883837956;1;1.0;offensive_language;neutral
2073;1205620413578924032;1;0.0;offensive_language;negative
2074;1203094124422991872;1;1.0;hate_speech;negative
2075;1205246180155899910;1;1.0;neither;positive
2076;1202955870818230273;1;1.0;neither;positive
2077;1204603712548720640;1;1.0;offensive_language;neutral
2078;1201023227864264704;1;1.0;neither;positive
2079;1201076465481203712;1;1.0;neither;negative
2080;1204355349723189248;2;1.0;neither;positive
2081;1204765014936244224;1;1.0;offensive_language;positive
2082;1203277570642497537;1;1.0;offensive_language;positive
2083;1200978542428901377;1;-1.0;offensive_language;negative
2084;1203518825855168513;1;1.0;hate_speech;negative
2085;1205117001674493958;2;1.0;neither;negative
2086;1203470177502806019;1;1.0;neither;negative
2087;1204768949319225345;2;-1.0;neither;positive
2088;1201530248187105280;1;1.0;offensive_language;positive
2089;1203233011812093953;1;1.0;neither;negative
2090;1201956291247259650;1;0.0;offensive_language;negative
2091;1204778413074071552;4;1.0;neither;positive
2092;1201715605872824320;2;0.0;neither;negative
2093;1204853964086403072;1;1.0;offensive_language;positive
2094;1204140839393361920;1;1.0;offensive_language;negative
2095;1201416829383647232;2;1.0;neither;negative
2096;1205136581838942211;1;1.0;offensive_language;negative
2097;1205299882296250370;2;1.0;offensive_language;negative
2098;1205451261056696321;1;1.0;neither;positive
2099;1203970308073328645;2;1.0;neither;positive
2100;1203280704576139264;2;0.0;neither;negative
2101;1204353673167613952;2;1.0;neither;positive
2102;1205147535804895232;5;1.0;neither;positive
2103;1205146760181473280;1;1.0;neither;positive
2104;1203168144266690561;2;1.0;hate_speech;negative
2105;1205539139183161344;1;1.0;offensive_language;positive
2106;1205580709940912130;1;1.0;neither;positive
2107;1204757859625508865;1;1.0;offensive_language;positive
2108;1204254655808589824;4;1.0;neither;positive
2109;1205230877409714176;1;1.0;offensive_language;positive
2110;1205281960291115013;3;1.0;neither;positive
2111;1201020731384987654;2;1.0;offensive_language;positive
2112;1202586949409759232;3;1.0;neither;negative
2113;1204448023494967296;1;0.0;offensive_language;positive
2114;1200979604665774081;2;1.0;neither;positive
2115;1202066744312905728;1;0.0;offensive_language;positive
2116;1203468795391684608;3;1.0;offensive_language;neutral
2117;1203931647403540486;2;0.0;neither;negative
2118;1201064714064859138;3;1.0;neither;neutral
2119;1200944824980926466;5;1.0;neither;negative
2120;1201082416833560576;5;1.0;neither;negative
2121;1201037455874379776;1;1.0;neither;positive
2122;1200932523947245568;2;1.0;neither;negative
2123;1205175466421866496;1;1.0;neither;positive
2124;1205226357313155085;1;1.0;neither;positive
2125;1203997736158351360;1;1.0;neither;negative
2126;1205437594462556161;4;1.0;neither;negative
2127;1200951051731386369;1;-1.0;neither;neutral
2128;1204655996057972740;1;1.0;neither;negative
2129;1204666470854119424;1;1.0;neither;positive
2130;1203454926153584645;4;1.0;offensive_language;positive
2131;1202733091057545216;1;1.0;neither;negative
2132;1203276725989388288;1;1.0;offensive_language;negative
2133;1202239940165324801;1;1.0;neither;positive
2134;1201692930781499394;1;1.0;neither;positive
2135;1203331968311664641;2;-1.0;neither;positive
2136;1202941873481895937;1;1.0;neither;negative
2137;1201452083754545152;4;1.0;neither;neutral
2138;1201078582115815424;1;1.0;neither;positive
2139;1203354153843478533;1;1.0;neither;positive
2140;1201703129709830144;1;1.0;offensive_language;negative
2141;1201075649898782720;1;1.0;neither;positive
2142;1204077353518981120;2;1.0;neither;negative
2143;1204847601071394821;2;1.0;neither;positive
2144;1204478629327069185;2;1.0;offensive_language;negative
2145;1201797226839887872;2;1.0;neither;neutral
2146;1204466204330483712;1;1.0;neither;neutral
2147;1201609483283304448;1;1.0;neither;positive
2148;1201076628891275264;1;1.0;neither;neutral
2149;1203222336729690112;1;-1.0;hate_speech;negative
2150;1200957537908133888;1;1.0;offensive_language;positive
2151;1201016490100609024;1;-1.0;hate_speech;negative
2152;1201073005876666368;1;1.0;neither;neutral
2153;1203145560171122688;2;1.0;neither;negative
2154;1203871664993267714;1;1.0;neither;positive
2155;1204535993224908801;2;1.0;neither;negative
2156;1204786457514262530;2;1.0;neither;neutral
2157;1205456566830407680;1;1.0;neither;positive
2158;1204486716653854720;1;1.0;neither;positive
2159;1203743876588158978;1;1.0;neither;neutral
2160;1205516780871004160;1;1.0;offensive_language;negative
2161;1204359559739068418;1;-1.0;offensive_language;negative
2162;1204724592553713664;2;0.0;offensive_language;neutral
2163;1202665124881784833;1;-1.0;offensive_language;negative
2164;1204757913807605761;2;1.0;neither;positive
2165;1203733778964865024;1;-1.0;neither;positive
2166;1203743933932679168;1;0.0;offensive_language;positive
2167;1202339843092746242;2;1.0;neither;negative
2168;1200954417811533825;1;1.0;neither;positive
2169;1205211844157362176;2;1.0;offensive_language;negative
2170;1205206175475752962;1;1.0;offensive_language;negative
2171;1204303363472424965;5;1.0;offensive_language;negative
2172;1204920435151794176;5;1.0;neither;negative
2173;1204792877005627392;1;0.0;offensive_language;negative
2174;1204087003119116289;1;1.0;neither;positive
2175;1201484521524408328;2;1.0;neither;negative
2176;1202650195164614658;1;1.0;hate_speech;negative
2177;1205602113017040896;1;1.0;neither;negative
2178;1201863662098501632;3;1.0;hate_speech;negative
2179;1205175032827109376;2;1.0;offensive_language;neutral
2180;1202350290449637376;2;1.0;neither;negative
2181;1203893024175976448;1;-1.0;offensive_language;negative
2182;1201893257904566273;1;-1.0;neither;positive
2183;1202716631559860224;1;1.0;offensive_language;positive
2184;1204590172123197440;2;0.0;offensive_language;positive
2185;1205570655246270481;4;1.0;neither;positive
2186;1202789351303843840;1;1.0;neither;positive
2187;1201001748808290304;1;1.0;neither;positive
2188;1204745101693587456;1;1.0;neither;positive
2189;1200939073734619136;1;1.0;neither;positive
2190;1201061272562937856;1;1.0;offensive_language;positive
2191;1205236925063409668;1;-1.0;offensive_language;negative
2192;1205145407187279873;1;1.0;offensive_language;positive
2193;1205399793968799744;2;1.0;neither;positive
2194;1202916874402566144;2;1.0;neither;positive
2195;1204117170579476480;1;1.0;neither;neutral
2196;1203635697225064448;1;-1.0;offensive_language;negative
2197;1203266794015711232;1;1.0;neither;positive
2198;1205126260088659968;1;-1.0;offensive_language;negative
2199;1203028400325029888;1;1.0;neither;neutral
2200;1202736953327849473;1;1.0;neither;positive
2201;1204891494798114816;1;1.0;offensive_language;neutral
2202;1201069879887122432;1;1.0;offensive_language;positive
2203;1202876753464741898;1;0.0;offensive_language;neutral
2204;1205512932940861440;1;-1.0;neither;positive
2205;1201259534204964864;3;-1.0;offensive_language;negative
2206;1205322284065538048;5;1.0;neither;neutral
2207;1203033857496428544;3;1.0;offensive_language;positive
2208;1205189580321968129;1;1.0;neither;positive
2209;1201729420521656320;1;-1.0;neither;positive
2210;1205224956386263040;2;1.0;offensive_language;negative
2211;1204777760591360001;3;1.0;neither;neutral
2212;1204213402542862336;1;0.0;neither;negative
2213;1201227630265208834;2;1.0;offensive_language;negative
2214;1205195366196490242;2;1.0;neither;positive
2215;1201061048096296961;2;1.0;offensive_language;neutral
2216;1204021290295844865;5;-1.0;offensive_language;neutral
2217;1205127243699146754;3;1.0;neither;positive
2218;1203247511659376645;2;1.0;offensive_language;negative
2219;1202938623496261633;1;1.0;neither;neutral
2220;1200940186017959936;5;1.0;hate_speech;negative
2221;1201033591024734208;1;1.0;neither;positive
2222;1204621668250877953;2;0.0;offensive_language;neutral
2223;1204655853506367488;1;1.0;neither;negative
2224;1203961441906315264;2;1.0;neither;neutral
2225;1201049203893526529;2;1.0;neither;positive
2226;1201019512772009984;1;1.0;neither;positive
2227;1204584091477315585;1;0.0;neither;neutral
2228;1203041485593174017;1;1.0;offensive_language;negative
2229;1202978764562599942;1;0.0;neither;positive
2230;1202706441938841601;1;1.0;offensive_language;negative
2231;1201067636928524288;1;-1.0;offensive_language;negative
2232;1203834699279294464;1;1.0;offensive_language;neutral
2233;1205549106824974338;1;1.0;neither;positive
2234;1202706553200996352;1;0.0;offensive_language;neutral
2235;1201020657888157697;1;0.0;neither;positive
2236;1204751348161339394;2;1.0;neither;positive
2237;1204369454706106368;1;1.0;offensive_language;positive
2238;1205077550285905921;1;-1.0;neither;neutral
2239;1200996955909849090;2;1.0;offensive_language;positive
2240;1205385328976158720;1;1.0;neither;negative
2241;1204856967593742336;1;1.0;offensive_language;positive
2242;1205589679115886592;2;-1.0;hate_speech;negative
2243;1205231691444473857;1;1.0;neither;negative
2244;1205445652949295107;1;1.0;neither;positive
2245;1203106373246083073;3;1.0;neither;positive
2246;1204753022636527624;1;1.0;neither;positive
2247;1205225614082359296;1;1.0;neither;negative
2248;1204413372638187521;2;1.0;offensive_language;positive
2249;1201070965716852737;3;1.0;neither;positive
2250;1205273523293446146;1;1.0;offensive_language;neutral
2251;1200983569960591360;1;1.0;neither;negative
2252;1203403814130216960;1;1.0;offensive_language;negative
2253;1202915307477774336;1;1.0;neither;positive
2254;1205055163809107969;2;1.0;offensive_language;positive
2255;1205484884158009346;1;-1.0;neither;negative
2256;1204930046101725185;2;1.0;offensive_language;positive
2257;1204143240401817600;1;1.0;neither;neutral
2258;1204287285786624000;1;-1.0;neither;positive
2259;1200937259261775872;1;1.0;offensive_language;positive
2260;1202638517509279745;2;1.0;neither;positive
2261;1205055181085454336;1;1.0;neither;negative
2262;1200943459588362240;1;1.0;neither;negative
2263;1201829011028004865;1;1.0;neither;positive
2264;1203017482400698373;2;0.0;offensive_language;negative
2265;1204923885013090305;2;-1.0;offensive_language;positive
2266;1203651755306819585;1;1.0;neither;positive
2267;1200937096531398656;3;1.0;neither;negative
2268;1205239687603867649;2;1.0;neither;negative
2269;1205194016754716672;1;-1.0;neither;positive
2270;1204480788131205120;1;1.0;offensive_language;positive
2271;1204148800010383360;4;1.0;neither;negative
2272;1201545131477868552;1;1.0;neither;negative
2273;1205171908196458496;1;1.0;offensive_language;positive
2274;1203491503265460225;3;1.0;neither;negative
2275;1204932431637295104;1;0.0;offensive_language;positive
2276;1202337114853126144;1;1.0;neither;positive
2277;1204492219635453953;2;1.0;offensive_language;negative
2278;1205230333496422400;2;-1.0;offensive_language;negative
2279;1204988930572963841;1;1.0;offensive_language;positive
2280;1205112175334805504;1;0.0;offensive_language;positive
2281;1204143681470705666;4;1.0;neither;neutral
2282;1203578277874544641;4;1.0;neither;positive
2283;1204103999818993667;2;1.0;neither;positive
2284;1204604173431590913;2;0.0;neither;positive
2285;1203726113140301825;1;1.0;offensive_language;positive
2286;1202373008268115968;1;-1.0;hate_speech;negative
2287;1204123549428047880;1;1.0;neither;negative
2288;1202311351726723074;2;1.0;neither;positive
2289;1200942819872923648;1;1.0;neither;positive
2290;1202353491244732416;1;1.0;neither;negative
2291;1204146904512241664;1;1.0;offensive_language;positive
2292;1205209484802572289;1;1.0;offensive_language;positive
2293;1205262525660565505;1;1.0;neither;negative
2294;1203469882689351680;1;1.0;offensive_language;negative
2295;1201004936290537473;1;0.0;neither;positive
2296;1204907114646425600;1;1.0;offensive_language;positive
2297;1204369053676179457;1;1.0;neither;positive
2298;1203927444031361025;1;1.0;offensive_language;negative
2299;1201430417020198912;2;1.0;neither;positive
2300;1203107831781711877;5;1.0;neither;negative
2301;1201728265800433664;5;1.0;offensive_language;negative
2302;1202015339908870145;2;1.0;neither;positive
2303;1205596274226950144;1;1.0;offensive_language;negative
2304;1203863812853698561;1;0.0;offensive_language;neutral
2305;1204565330963484672;3;1.0;neither;neutral
2306;1201433078125809664;1;1.0;neither;negative
2307;1202611377636040706;2;1.0;offensive_language;neutral
2308;1202918434993926144;5;1.0;offensive_language;negative
2309;1205410134119219200;1;0.0;offensive_language;positive
2310;1205056578497449989;1;1.0;hate_speech;positive
2311;1204162750697672705;1;1.0;neither;positive
2312;1203381847985676289;1;1.0;offensive_language;negative
2313;1205241552081174529;1;0.0;neither;positive
2314;1204385738785206272;2;1.0;neither;negative
2315;1202246107616567302;3;1.0;neither;negative
2316;1203819085357731841;1;1.0;neither;positive
2317;1204549133014634497;2;1.0;neither;positive
2318;1201049892220743682;1;1.0;neither;negative
2319;1204714926968840192;1;1.0;neither;positive
2320;1205293956126453760;2;1.0;neither;positive
2321;1203774320847114240;3;1.0;neither;positive
2322;1201722763867590657;1;1.0;neither;positive
2323;1204835753672560640;1;1.0;offensive_language;positive
2324;1203908028795211777;1;1.0;offensive_language;positive
2325;1205246112279470080;2;1.0;neither;negative
2326;1201071630597808128;1;1.0;offensive_language;positive
2327;1202992209991217154;1;1.0;neither;neutral
2328;1205477378136236032;1;-1.0;offensive_language;negative
2329;1204460254160801792;1;1.0;neither;positive
2330;1203346817833930757;1;1.0;neither;negative
2331;1203053646113460224;1;1.0;offensive_language;neutral
2332;1205507802262884358;1;1.0;neither;positive
2333;1205420877174759424;1;1.0;hate_speech;negative
2334;1204399080677486592;2;1.0;neither;positive
2335;1203691536535429123;1;1.0;neither;positive
2336;1203779490750640128;4;1.0;neither;negative
2337;1205340621331980288;1;-1.0;offensive_language;positive
2338;1201011054391762945;1;-1.0;neither;positive
2339;1205239799348486144;1;1.0;offensive_language;neutral
2340;1200948890729668608;1;1.0;neither;positive
2341;1201078466428461056;2;1.0;neither;neutral
2342;1204808696397733888;1;1.0;neither;positive
2343;1203646492478717953;1;-1.0;offensive_language;negative
2344;1204849138409648129;1;1.0;neither;neutral
2345;1205442338912382976;1;-1.0;offensive_language;negative
